"","Session","CT","NK","Period","SEQ_GRP","SEQ","NS","player.participate"
"529","S22","Bilateral","Local",11,"2",4,"Star",0
"530","S22","Bilateral","Local",11,"2",4,"Star",1
"531","S22","Bilateral","Local",11,"2",5,"Circle",0
"532","S22","Bilateral","Local",11,"2",5,"Circle",1
"533","S22","Bilateral","Local",11,"2",5,"Circle",0
"534","S22","Bilateral","Local",11,"2",5,"Circle",1
"535","S22","Bilateral","Local",11,"2",5,"Circle",0
"536","S22","Bilateral","Local",11,"2",6,"Clique",1
"537","S22","Bilateral","Local",11,"2",6,"Clique",1
"538","S22","Bilateral","Local",11,"2",6,"Clique",1
"539","S22","Bilateral","Local",11,"2",6,"Clique",1
"540","S22","Bilateral","Local",11,"2",6,"Clique",1
