"","Session","CT","NK","Sequence","NS","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.node_id","player.threshold","player.participate","player.user_name","player.avatar_id","player.round_payoff","player.subsession_id","player.group_id","player.payoff","group.id_in_subsession","group.network_id","group.subsession_id","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo"
"250","S4","Wall","Global",4,"Clique",10,"dypqevob",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:28.656596+00:00",1,NA,NA,108,4,9694,1,1,"Cat",39,100,647,2599,0,1,1939,647,2,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"251","S4","Wall","Global",4,"Clique",11,"9lnsr3y7",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:39.593360+00:00",1,NA,NA,118,5,9695,1,1,"Bee",14,100,647,2599,0,1,1939,647,2,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"252","S4","Wall","Global",6,"Circle",12,"e95xdk1p",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:45.112835+00:00",1,NA,NA,108,4,9704,1,1,"Hippo",8,100,647,2601,0,3,1941,647,2,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"253","S4","Wall","Global",5,"Star",13,"sykb16xw",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:51.787241+00:00",1,NA,NA,115,4,9699,1,1,"Horse",21,100,647,2600,0,2,1940,647,2,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"254","S4","Wall","Global",6,"Circle",14,"0z1dls2z",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:58.511093+00:00",1,NA,NA,54,5,9705,1,1,"Mouse",40,100,647,2601,0,3,1941,647,2,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"255","S4","Wall","Global",5,"Star",15,"2fm7z5bs",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:06:10.663869+00:00",1,NA,NA,108,5,9700,1,1,"Lizard",38,100,647,2600,0,2,1940,647,2,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"256","S4","Wall","Global",5,"Star",1,"4rtksnm3",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:07.078442+00:00",1,NA,NA,104,1,9711,1,1,"Dolphin",12,100,648,2603,0,2,1943,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"257","S4","Wall","Global",6,"Circle",2,"ursojqu5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:19.649942+00:00",1,NA,NA,104,1,9716,1,1,"Cat",39,100,648,2604,0,3,1944,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"258","S4","Wall","Global",4,"Clique",3,"n9jfy8qv",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:28.211035+00:00",1,NA,NA,103,1,9706,1,1,"Chicken",23,100,648,2602,0,1,1942,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"259","S4","Wall","Global",4,"Clique",4,"c447gaf4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:37.923798+00:00",1,NA,NA,110,2,9707,3,1,"Koala",10,100,648,2602,0,1,1942,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"260","S4","Wall","Global",5,"Star",5,"sy8b6vp4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:46.813675+00:00",1,NA,NA,110,2,9712,3,1,"Deer",36,0,648,2603,0,2,1943,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"261","S4","Wall","Global",4,"Clique",6,"do5yxd8c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:54.620305+00:00",1,NA,NA,102,3,9708,3,1,"Dog",27,100,648,2602,0,1,1942,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"262","S4","Wall","Global",6,"Circle",7,"k6xc24l5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:01.380156+00:00",1,NA,NA,108,2,9717,3,1,"Bear",29,100,648,2604,0,3,1944,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"263","S4","Wall","Global",5,"Star",8,"3qfwfw9f",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:11.393527+00:00",1,NA,NA,108,3,9713,3,0,"Snail",50,50,648,2603,0,2,1943,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"264","S4","Wall","Global",6,"Circle",9,"3uz0y64c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:21.531042+00:00",1,NA,NA,109,3,9718,3,1,"Swan",31,100,648,2604,0,3,1944,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"265","S4","Wall","Global",4,"Clique",10,"dypqevob",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:28.656596+00:00",1,NA,NA,108,4,9709,3,1,"Bull",6,100,648,2602,0,1,1942,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"266","S4","Wall","Global",4,"Clique",11,"9lnsr3y7",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:39.593360+00:00",1,NA,NA,118,5,9710,3,1,"Seal",48,100,648,2602,0,1,1942,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"267","S4","Wall","Global",6,"Circle",12,"e95xdk1p",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:45.112835+00:00",1,NA,NA,108,4,9719,3,1,"Wolf",18,100,648,2604,0,3,1944,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"268","S4","Wall","Global",5,"Star",13,"sykb16xw",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:51.787241+00:00",1,NA,NA,115,4,9714,3,0,"Gorilla",13,50,648,2603,0,2,1943,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"269","S4","Wall","Global",6,"Circle",14,"0z1dls2z",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:58.511093+00:00",1,NA,NA,54,5,9720,3,1,"Rat",9,100,648,2604,0,3,1944,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"270","S4","Wall","Global",5,"Star",15,"2fm7z5bs",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:06:10.663869+00:00",1,NA,NA,108,5,9715,3,0,"Hippo",8,50,648,2603,0,2,1943,648,3,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"271","S4","Wall","Global",5,"Star",1,"4rtksnm3",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:07.078442+00:00",1,NA,NA,104,1,9726,1,1,"Tiger",16,100,649,2606,0,2,1946,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"272","S4","Wall","Global",6,"Circle",2,"ursojqu5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:19.649942+00:00",1,NA,NA,104,1,9731,1,1,"Eagle",5,100,649,2607,0,3,1947,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"273","S4","Wall","Global",4,"Clique",3,"n9jfy8qv",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:28.211035+00:00",1,NA,NA,103,1,9721,1,1,"Squirrel",45,100,649,2605,0,1,1945,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"274","S4","Wall","Global",4,"Clique",4,"c447gaf4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:37.923798+00:00",1,NA,NA,110,2,9722,3,1,"Lion",22,100,649,2605,0,1,1945,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"275","S4","Wall","Global",5,"Star",5,"sy8b6vp4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:46.813675+00:00",1,NA,NA,110,2,9727,3,1,"Frog",20,100,649,2606,0,2,1946,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"276","S4","Wall","Global",4,"Clique",6,"do5yxd8c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:54.620305+00:00",1,NA,NA,102,3,9723,1,1,"Crab",35,100,649,2605,0,1,1945,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"277","S4","Wall","Global",6,"Circle",7,"k6xc24l5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:01.380156+00:00",1,NA,NA,108,2,9732,3,1,"Lizard",38,100,649,2607,0,3,1947,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"278","S4","Wall","Global",5,"Star",8,"3qfwfw9f",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:11.393527+00:00",1,NA,NA,108,3,9728,1,1,"Pig",34,100,649,2606,0,2,1946,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"279","S4","Wall","Global",6,"Circle",9,"3uz0y64c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:21.531042+00:00",1,NA,NA,109,3,9733,1,1,"Wolf",18,100,649,2607,0,3,1947,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"280","S4","Wall","Global",4,"Clique",10,"dypqevob",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:28.656596+00:00",1,NA,NA,108,4,9724,3,1,"Lobster",33,100,649,2605,0,1,1945,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"281","S4","Wall","Global",4,"Clique",11,"9lnsr3y7",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:39.593360+00:00",1,NA,NA,118,5,9725,3,1,"Seal",48,100,649,2605,0,1,1945,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"282","S4","Wall","Global",6,"Circle",12,"e95xdk1p",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:45.112835+00:00",1,NA,NA,108,4,9734,3,1,"Sheep",47,100,649,2607,0,3,1947,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"283","S4","Wall","Global",5,"Star",13,"sykb16xw",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:51.787241+00:00",1,NA,NA,115,4,9729,3,1,"Snail",50,100,649,2606,0,2,1946,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"284","S4","Wall","Global",6,"Circle",14,"0z1dls2z",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:58.511093+00:00",1,NA,NA,54,5,9735,3,1,"Octopus",46,100,649,2607,0,3,1947,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"285","S4","Wall","Global",5,"Star",15,"2fm7z5bs",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:06:10.663869+00:00",1,NA,NA,108,5,9730,3,1,"Horse",21,100,649,2606,0,2,1946,649,4,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"286","S4","Wall","Global",5,"Star",1,"4rtksnm3",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:07.078442+00:00",1,NA,NA,104,1,9741,3,1,"Koala",10,100,650,2609,0,2,1949,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"287","S4","Wall","Global",6,"Circle",2,"ursojqu5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:19.649942+00:00",1,NA,NA,104,1,9746,3,1,"Fish",26,100,650,2610,0,3,1950,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"288","S4","Wall","Global",4,"Clique",3,"n9jfy8qv",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:28.211035+00:00",1,NA,NA,103,1,9736,3,1,"Swan",31,100,650,2608,0,1,1948,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"289","S4","Wall","Global",4,"Clique",4,"c447gaf4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:37.923798+00:00",1,NA,NA,110,2,9737,1,1,"Crab",35,100,650,2608,0,1,1948,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"290","S4","Wall","Global",5,"Star",5,"sy8b6vp4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:46.813675+00:00",1,NA,NA,110,2,9742,1,1,"Giraffe",49,100,650,2609,0,2,1949,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"291","S4","Wall","Global",4,"Clique",6,"do5yxd8c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:54.620305+00:00",1,NA,NA,102,3,9738,3,1,"Goat",1,100,650,2608,0,1,1948,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"292","S4","Wall","Global",6,"Circle",7,"k6xc24l5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:01.380156+00:00",1,NA,NA,108,2,9747,1,1,"Deer",36,100,650,2610,0,3,1950,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"293","S4","Wall","Global",5,"Star",8,"3qfwfw9f",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:11.393527+00:00",1,NA,NA,108,3,9743,3,1,"Frog",20,100,650,2609,0,2,1949,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"294","S4","Wall","Global",6,"Circle",9,"3uz0y64c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:21.531042+00:00",1,NA,NA,109,3,9748,3,1,"Tiger",16,100,650,2610,0,3,1950,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"295","S4","Wall","Global",4,"Clique",10,"dypqevob",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:28.656596+00:00",1,NA,NA,108,4,9739,1,1,"Rat",9,100,650,2608,0,1,1948,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"296","S4","Wall","Global",4,"Clique",11,"9lnsr3y7",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:39.593360+00:00",1,NA,NA,118,5,9740,1,1,"Sheep",47,100,650,2608,0,1,1948,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"297","S4","Wall","Global",6,"Circle",12,"e95xdk1p",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:45.112835+00:00",1,NA,NA,108,4,9749,1,1,"Snake",17,100,650,2610,0,3,1950,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"298","S4","Wall","Global",5,"Star",13,"sykb16xw",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:51.787241+00:00",1,NA,NA,115,4,9744,1,1,"Owl",44,100,650,2609,0,2,1949,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"299","S4","Wall","Global",6,"Circle",14,"0z1dls2z",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:58.511093+00:00",1,NA,NA,54,5,9750,1,1,"Seal",48,100,650,2610,0,3,1950,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"300","S4","Wall","Global",5,"Star",15,"2fm7z5bs",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:06:10.663869+00:00",1,NA,NA,108,5,9745,1,1,"Lion",22,100,650,2609,0,2,1949,650,5,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"301","S4","Wall","Global",5,"Clique",1,"4rtksnm3",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:07.078442+00:00",1,NA,NA,104,1,9756,3,1,"Shark",2,100,651,2612,0,2,1952,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"302","S4","Wall","Global",6,"Star",2,"ursojqu5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:19.649942+00:00",1,NA,NA,104,1,9761,3,1,"Pig",34,100,651,2613,0,3,1953,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"303","S4","Wall","Global",4,"Circle",3,"n9jfy8qv",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:28.211035+00:00",1,NA,NA,103,1,9751,3,1,"Tiger",16,0,651,2611,0,1,1951,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"304","S4","Wall","Global",4,"Circle",4,"c447gaf4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:37.923798+00:00",1,NA,NA,110,2,9752,3,1,"Swan",31,0,651,2611,0,1,1951,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"305","S4","Wall","Global",5,"Clique",5,"sy8b6vp4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:46.813675+00:00",1,NA,NA,110,2,9757,3,1,"Koala",10,100,651,2612,0,2,1952,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"306","S4","Wall","Global",4,"Circle",6,"do5yxd8c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:54.620305+00:00",1,NA,NA,102,3,9753,3,0,"Raccoon",28,50,651,2611,0,1,1951,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"307","S4","Wall","Global",6,"Star",7,"k6xc24l5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:01.380156+00:00",1,NA,NA,108,2,9762,3,1,"Dog",27,100,651,2613,0,3,1953,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"308","S4","Wall","Global",5,"Clique",8,"3qfwfw9f",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:11.393527+00:00",1,NA,NA,108,3,9758,3,1,"Kangaroo",11,100,651,2612,0,2,1952,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"309","S4","Wall","Global",6,"Star",9,"3uz0y64c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:21.531042+00:00",1,NA,NA,109,3,9763,3,1,"Owl",44,100,651,2613,0,3,1953,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"310","S4","Wall","Global",4,"Circle",10,"dypqevob",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:28.656596+00:00",1,NA,NA,108,4,9754,3,1,"Bull",6,0,651,2611,0,1,1951,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"311","S4","Wall","Global",4,"Circle",11,"9lnsr3y7",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:39.593360+00:00",1,NA,NA,118,5,9755,3,0,"Wolf",18,50,651,2611,0,1,1951,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"312","S4","Wall","Global",6,"Star",12,"e95xdk1p",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:45.112835+00:00",1,NA,NA,108,4,9764,3,1,"Whale",32,100,651,2613,0,3,1953,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"313","S4","Wall","Global",5,"Clique",13,"sykb16xw",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:51.787241+00:00",1,NA,NA,115,4,9759,3,1,"Frog",20,100,651,2612,0,2,1952,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"314","S4","Wall","Global",6,"Star",14,"0z1dls2z",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:58.511093+00:00",1,NA,NA,54,5,9765,3,1,"Gorilla",13,100,651,2613,0,3,1953,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"315","S4","Wall","Global",5,"Clique",15,"2fm7z5bs",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:06:10.663869+00:00",1,NA,NA,108,5,9760,3,1,"Elephant",41,100,651,2612,0,2,1952,651,6,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"316","S4","Wall","Global",5,"Clique",1,"4rtksnm3",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:07.078442+00:00",1,NA,NA,104,1,9771,1,1,"Cow",25,100,652,2615,0,2,1955,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"317","S4","Wall","Global",6,"Star",2,"ursojqu5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:19.649942+00:00",1,NA,NA,104,1,9776,1,1,"Chicken",23,100,652,2616,0,3,1956,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"318","S4","Wall","Global",4,"Circle",3,"n9jfy8qv",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:28.211035+00:00",1,NA,NA,103,1,9766,1,1,"Tiger",16,100,652,2614,0,1,1954,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"319","S4","Wall","Global",4,"Circle",4,"c447gaf4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:37.923798+00:00",1,NA,NA,110,2,9767,1,1,"Mouse",40,100,652,2614,0,1,1954,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"320","S4","Wall","Global",5,"Clique",5,"sy8b6vp4",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:46.813675+00:00",1,NA,NA,110,2,9772,1,1,"Bull",6,100,652,2615,0,2,1955,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"321","S4","Wall","Global",4,"Circle",6,"do5yxd8c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:54.620305+00:00",1,NA,NA,102,3,9768,1,1,"Dolphin",12,100,652,2614,0,1,1954,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"322","S4","Wall","Global",6,"Star",7,"k6xc24l5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:01.380156+00:00",1,NA,NA,108,2,9777,1,1,"Owl",44,100,652,2616,0,3,1956,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"323","S4","Wall","Global",5,"Clique",8,"3qfwfw9f",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:11.393527+00:00",1,NA,NA,108,3,9773,1,1,"Snake",17,100,652,2615,0,2,1955,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"324","S4","Wall","Global",6,"Star",9,"3uz0y64c",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:21.531042+00:00",1,NA,NA,109,3,9778,1,1,"Swan",31,100,652,2616,0,3,1956,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"325","S4","Wall","Global",4,"Circle",10,"dypqevob",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:28.656596+00:00",1,NA,NA,108,4,9769,1,1,"Lion",22,100,652,2614,0,1,1954,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"326","S4","Wall","Global",4,"Circle",11,"9lnsr3y7",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:39.593360+00:00",1,NA,NA,118,5,9770,1,1,"Lizard",38,100,652,2614,0,1,1954,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"327","S4","Wall","Global",6,"Star",12,"e95xdk1p",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:45.112835+00:00",1,NA,NA,108,4,9779,1,1,"Crocodile",3,100,652,2616,0,3,1956,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"328","S4","Wall","Global",5,"Clique",13,"sykb16xw",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:51.787241+00:00",1,NA,NA,115,4,9774,1,1,"Eagle",5,100,652,2615,0,2,1955,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"329","S4","Wall","Global",6,"Star",14,"0z1dls2z",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:05:58.511093+00:00",1,NA,NA,54,5,9780,1,1,"Penguin",37,100,652,2616,0,3,1956,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"330","S4","Wall","Global",5,"Clique",15,"2fm7z5bs",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:06:10.663869+00:00",1,NA,NA,108,5,9775,1,1,"Tuna",42,100,652,2615,0,2,1955,652,7,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"331","S4","Wall","Global",5,"Clique",1,"4rtksnm3",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:07.078442+00:00",1,NA,NA,104,1,9786,1,1,"Eagle",5,100,653,2618,0,2,1958,653,8,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
"332","S4","Wall","Global",6,"Star",2,"ursojqu5",NA,0,144,143,"survey_final",1,"Results","127.0.0.1","2018-06-13 17:04:19.649942+00:00",1,NA,NA,104,1,9791,1,1,"Snake",17,100,653,2619,0,3,1959,653,8,"zjb1wxmz","June 13 - 11AM - session 1B","Monica",NA,NA,NA,0
