"","Session","CT","NK","Sequence","NS","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.node_id","player.threshold","player.participate","player.user_name","player.avatar_id","player.round_payoff","player.subsession_id","player.group_id","player.payoff","group.id_in_subsession","group.network_id","group.subsession_id","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo"
"19","S1","None","Local",4,"Clique",4,"7ae3beiy",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:38.828981+00:00",1,NA,NA,58,2,28142,1,1,"Gorilla",13,100,1877,7519,0,1,5629,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"20","S1","None","Local",5,"Star",5,"hyvqayls",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:26.567448+00:00",1,NA,NA,9,2,28147,1,1,"Deer",36,100,1877,7520,0,2,5630,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"21","S1","None","Local",4,"Clique",6,"cimne4tz",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:14.859023+00:00",1,NA,NA,103,3,28143,1,1,"Owl",44,100,1877,7519,0,1,5629,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"22","S1","None","Local",6,"Circle",7,"qbeidbqm",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:57.985104+00:00",1,NA,NA,108,2,28152,1,1,"Fish",26,100,1877,7521,0,3,5631,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"23","S1","None","Local",5,"Star",8,"29lmmbnh",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:30.829696+00:00",1,NA,NA,107,3,28148,1,1,"Monkey",15,100,1877,7520,0,2,5630,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"24","S1","None","Local",6,"Circle",9,"spslywao",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:16.586734+00:00",1,NA,NA,114,3,28153,1,1,"Tuna",42,100,1877,7521,0,3,5631,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"25","S1","None","Local",4,"Clique",10,"0vkh83e8",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:06.610682+00:00",1,NA,NA,58,4,28144,1,1,"Cat",39,100,1877,7519,0,1,5629,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"26","S1","None","Local",4,"Clique",11,"e74egiuo",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:48.129488+00:00",1,NA,NA,56,5,28145,1,1,"Bee",14,100,1877,7519,0,1,5629,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"27","S1","None","Local",6,"Circle",12,"mku45qcl",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:40.091847+00:00",1,NA,NA,117,4,28154,1,1,"Hippo",8,100,1877,7521,0,3,5631,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"28","S1","None","Local",5,"Star",13,"3dn71y53",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:31.828150+00:00",1,NA,NA,4,4,28149,1,1,"Horse",21,100,1877,7520,0,2,5630,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"29","S1","None","Local",6,"Circle",14,"94eaoxt4",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:17.439358+00:00",1,NA,NA,102,5,28155,1,1,"Mouse",40,100,1877,7521,0,3,5631,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"30","S1","None","Local",5,"Star",15,"fvpl2r35",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:01.880851+00:00",1,NA,NA,54,5,28150,1,1,"Lizard",38,100,1877,7520,0,2,5630,1877,2,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"31","S1","None","Local",5,"Star",1,"dw8k5pwv",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:13.938215+00:00",1,NA,NA,58,1,28161,1,0,"Dolphin",12,50,1878,7523,0,2,5633,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"32","S1","None","Local",6,"Circle",2,"p1w7z0g2",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:00.579037+00:00",1,NA,NA,108,1,28166,1,1,"Cat",39,100,1878,7524,0,3,5634,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"33","S1","None","Local",4,"Clique",3,"c7ugcwsf",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:41.091308+00:00",1,NA,NA,108,1,28156,1,1,"Chicken",23,100,1878,7522,0,1,5632,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"34","S1","None","Local",4,"Clique",4,"7ae3beiy",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:38.828981+00:00",1,NA,NA,58,2,28157,3,1,"Koala",10,0,1878,7522,0,1,5632,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"35","S1","None","Local",5,"Star",5,"hyvqayls",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:26.567448+00:00",1,NA,NA,9,2,28162,3,1,"Deer",36,0,1878,7523,0,2,5633,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"36","S1","None","Local",4,"Clique",6,"cimne4tz",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:14.859023+00:00",1,NA,NA,103,3,28158,3,0,"Dog",27,50,1878,7522,0,1,5632,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"37","S1","None","Local",6,"Circle",7,"qbeidbqm",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:57.985104+00:00",1,NA,NA,108,2,28167,3,0,"Bear",29,50,1878,7524,0,3,5634,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"38","S1","None","Local",5,"Star",8,"29lmmbnh",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:30.829696+00:00",1,NA,NA,107,3,28163,3,1,"Snail",50,0,1878,7523,0,2,5633,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"39","S1","None","Local",6,"Circle",9,"spslywao",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:16.586734+00:00",1,NA,NA,114,3,28168,3,0,"Swan",31,50,1878,7524,0,3,5634,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"40","S1","None","Local",4,"Clique",10,"0vkh83e8",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:06.610682+00:00",1,NA,NA,58,4,28159,3,1,"Bull",6,0,1878,7522,0,1,5632,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"41","S1","None","Local",4,"Clique",11,"e74egiuo",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:48.129488+00:00",1,NA,NA,56,5,28160,3,0,"Seal",48,50,1878,7522,0,1,5632,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"42","S1","None","Local",6,"Circle",12,"mku45qcl",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:40.091847+00:00",1,NA,NA,117,4,28169,3,0,"Wolf",18,50,1878,7524,0,3,5634,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"43","S1","None","Local",5,"Star",13,"3dn71y53",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:31.828150+00:00",1,NA,NA,4,4,28164,3,1,"Gorilla",13,0,1878,7523,0,2,5633,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"44","S1","None","Local",6,"Circle",14,"94eaoxt4",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:17.439358+00:00",1,NA,NA,102,5,28170,3,1,"Rat",9,0,1878,7524,0,3,5634,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"45","S1","None","Local",5,"Star",15,"fvpl2r35",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:01.880851+00:00",1,NA,NA,54,5,28165,3,0,"Hippo",8,50,1878,7523,0,2,5633,1878,3,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"46","S1","None","Local",5,"Star",1,"dw8k5pwv",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:13.938215+00:00",1,NA,NA,58,1,28176,1,0,"Tiger",16,50,1879,7526,0,2,5636,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"47","S1","None","Local",6,"Circle",2,"p1w7z0g2",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:00.579037+00:00",1,NA,NA,108,1,28181,1,1,"Eagle",5,100,1879,7527,0,3,5637,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"48","S1","None","Local",4,"Clique",3,"c7ugcwsf",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:41.091308+00:00",1,NA,NA,108,1,28171,1,1,"Squirrel",45,100,1879,7525,0,1,5635,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"49","S1","None","Local",4,"Clique",4,"7ae3beiy",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:38.828981+00:00",1,NA,NA,58,2,28172,3,0,"Lion",22,50,1879,7525,0,1,5635,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"50","S1","None","Local",5,"Star",5,"hyvqayls",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:26.567448+00:00",1,NA,NA,9,2,28177,3,1,"Frog",20,0,1879,7526,0,2,5636,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"51","S1","None","Local",4,"Clique",6,"cimne4tz",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:14.859023+00:00",1,NA,NA,103,3,28173,1,1,"Crab",35,100,1879,7525,0,1,5635,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"52","S1","None","Local",6,"Circle",7,"qbeidbqm",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:57.985104+00:00",1,NA,NA,108,2,28182,3,0,"Lizard",38,50,1879,7527,0,3,5637,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"53","S1","None","Local",5,"Star",8,"29lmmbnh",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:30.829696+00:00",1,NA,NA,107,3,28178,1,1,"Pig",34,100,1879,7526,0,2,5636,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"54","S1","None","Local",6,"Circle",9,"spslywao",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:16.586734+00:00",1,NA,NA,114,3,28183,1,1,"Wolf",18,100,1879,7527,0,3,5637,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"55","S1","None","Local",4,"Clique",10,"0vkh83e8",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:06.610682+00:00",1,NA,NA,58,4,28174,3,0,"Lobster",33,50,1879,7525,0,1,5635,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"56","S1","None","Local",4,"Clique",11,"e74egiuo",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:48.129488+00:00",1,NA,NA,56,5,28175,3,0,"Seal",48,50,1879,7525,0,1,5635,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"57","S1","None","Local",6,"Circle",12,"mku45qcl",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:40.091847+00:00",1,NA,NA,117,4,28184,3,0,"Sheep",47,50,1879,7527,0,3,5637,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"58","S1","None","Local",5,"Star",13,"3dn71y53",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:31.828150+00:00",1,NA,NA,4,4,28179,3,1,"Snail",50,0,1879,7526,0,2,5636,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"59","S1","None","Local",6,"Circle",14,"94eaoxt4",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:17.439358+00:00",1,NA,NA,102,5,28185,3,0,"Octopus",46,50,1879,7527,0,3,5637,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"60","S1","None","Local",5,"Star",15,"fvpl2r35",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:01.880851+00:00",1,NA,NA,54,5,28180,3,0,"Horse",21,50,1879,7526,0,2,5636,1879,4,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"61","S1","None","Local",5,"Star",1,"dw8k5pwv",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:13.938215+00:00",1,NA,NA,58,1,28191,3,0,"Koala",10,50,1880,7529,0,2,5639,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"62","S1","None","Local",6,"Circle",2,"p1w7z0g2",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:00.579037+00:00",1,NA,NA,108,1,28196,3,1,"Fish",26,100,1880,7530,0,3,5640,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"63","S1","None","Local",4,"Clique",3,"c7ugcwsf",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:41.091308+00:00",1,NA,NA,108,1,28186,3,1,"Swan",31,100,1880,7528,0,1,5638,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"64","S1","None","Local",4,"Clique",4,"7ae3beiy",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:38.828981+00:00",1,NA,NA,58,2,28187,1,1,"Crab",35,100,1880,7528,0,1,5638,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"65","S1","None","Local",5,"Star",5,"hyvqayls",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:26.567448+00:00",1,NA,NA,9,2,28192,1,1,"Giraffe",49,100,1880,7529,0,2,5639,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"66","S1","None","Local",4,"Clique",6,"cimne4tz",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:36:14.859023+00:00",1,NA,NA,103,3,28188,3,0,"Goat",1,50,1880,7528,0,1,5638,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"67","S1","None","Local",6,"Circle",7,"qbeidbqm",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:57.985104+00:00",1,NA,NA,108,2,28197,1,1,"Deer",36,100,1880,7530,0,3,5640,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"68","S1","None","Local",5,"Star",8,"29lmmbnh",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:30.829696+00:00",1,NA,NA,107,3,28193,3,0,"Frog",20,50,1880,7529,0,2,5639,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"69","S1","None","Local",6,"Circle",9,"spslywao",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:16.586734+00:00",1,NA,NA,114,3,28198,3,1,"Tiger",16,100,1880,7530,0,3,5640,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"70","S1","None","Local",4,"Clique",10,"0vkh83e8",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:35:06.610682+00:00",1,NA,NA,58,4,28189,1,1,"Rat",9,100,1880,7528,0,1,5638,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"71","S1","None","Local",4,"Clique",11,"e74egiuo",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:48.129488+00:00",1,NA,NA,56,5,28190,1,1,"Sheep",47,100,1880,7528,0,1,5638,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"72","S1","None","Local",6,"Circle",12,"mku45qcl",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:40.091847+00:00",1,NA,NA,117,4,28199,1,1,"Snake",17,100,1880,7530,0,3,5640,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"73","S1","None","Local",5,"Star",13,"3dn71y53",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:31.828150+00:00",1,NA,NA,4,4,28194,1,1,"Owl",44,100,1880,7529,0,2,5639,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"74","S1","None","Local",6,"Circle",14,"94eaoxt4",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:17.439358+00:00",1,NA,NA,102,5,28200,1,1,"Seal",48,100,1880,7530,0,3,5640,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"75","S1","None","Local",5,"Star",15,"fvpl2r35",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:34:01.880851+00:00",1,NA,NA,54,5,28195,1,1,"Lion",22,100,1880,7529,0,2,5639,1880,5,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"76","S1","None","Local",5,"Clique",1,"dw8k5pwv",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:13.938215+00:00",1,NA,NA,58,1,28206,3,0,"Shark",2,50,1881,7532,0,2,5642,1881,6,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"77","S1","None","Local",6,"Star",2,"p1w7z0g2",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:00.579037+00:00",1,NA,NA,108,1,28211,3,1,"Pig",34,0,1881,7533,0,3,5643,1881,6,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
"78","S1","None","Local",4,"Circle",3,"c7ugcwsf",NA,0,146,145,"survey_final",1,"Results","127.0.0.1","2018-08-21 16:37:41.091308+00:00",1,NA,NA,108,1,28201,3,1,"Tiger",16,0,1881,7531,0,1,5641,1881,6,"hzopjb8y","ESSL Aug 21 10:30AM session 10 - 1A",NA,NA,NA,NA,0
