session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
2,1,jr0uunzk,1,welcome_consent,WelcomePage,1529967399,2,2,False
3,1,2but2iwa,1,welcome_consent,WelcomePage,1529967415,2,3,False
3,1,2but2iwa,2,welcome_consent,ConsentPage,1529967419,4,3,False
3,1,2but2iwa,4,survey_initial,SocioDemographic,1529967441,22,3,False
3,1,2but2iwa,5,instructions,InstructionsPage,1529967445,4,3,False
3,1,2but2iwa,6,instructions,Quiz,1529967449,4,3,False
3,1,2but2iwa,7,instructions,TourDiscuss,1529967458,9,3,False
3,1,2but2iwa,8,instructions,TourDecide,1529967475,17,3,False
3,1,2but2iwa,9,instructions,Summary,1529967477,2,3,False
3,1,2but2iwa,10,practice,Intro,1529967479,2,7,False
3,1,2but2iwa,11,practice,AssignAvatar,1529967481,2,7,False
3,1,2but2iwa,12,practice,BeginWaitPage,1529967481,0,7,False
3,1,2but2iwa,13,practice,Discuss,1529967494,13,7,False
3,1,2but2iwa,14,practice,IntermediateWaitPage,1529967494,0,7,False
3,1,2but2iwa,15,practice,Decide,1529967521,27,7,False
3,1,2but2iwa,16,practice,EndWaitPage,1529967521,0,7,False
3,1,2but2iwa,17,practice,Continue,1529967527,6,7,False
3,1,2but2iwa,34,main,Intro,1529967529,2,31,False
3,1,2but2iwa,35,main,AssignAvatar,1529967531,2,31,False
3,1,2but2iwa,36,main,BeginWaitPage,1529967531,0,31,False
3,1,2but2iwa,37,main,Discuss,1529967545,14,31,False
3,1,2but2iwa,38,main,IntermediateWaitPage,1529967545,0,31,False
3,1,2but2iwa,39,main,Decide,1529967550,5,31,False
3,1,2but2iwa,40,main,EndWaitPage,1529967550,0,31,False
3,1,2but2iwa,42,main,AssignAvatar,1529967553,3,32,False
3,1,2but2iwa,43,main,BeginWaitPage,1529967553,0,32,False
3,1,2but2iwa,44,main,Discuss,1529967599,46,32,False
3,1,2but2iwa,45,main,IntermediateWaitPage,1529967599,0,32,False
3,1,2but2iwa,46,main,Decide,1529967609,10,32,False
3,1,2but2iwa,47,main,EndWaitPage,1529967609,0,32,False
3,1,2but2iwa,49,main,AssignAvatar,1529967664,55,33,False
3,1,2but2iwa,50,main,BeginWaitPage,1529967664,0,33,False
3,1,2but2iwa,51,main,Discuss,1529967679,15,33,False
3,1,2but2iwa,52,main,IntermediateWaitPage,1529967679,0,33,False
3,1,2but2iwa,53,main,Decide,1529967840,161,33,False
3,1,2but2iwa,54,main,EndWaitPage,1529967840,0,33,False
3,1,2but2iwa,56,main,AssignAvatar,1529967842,2,34,False
3,1,2but2iwa,57,main,BeginWaitPage,1529967842,0,34,False
3,1,2but2iwa,58,main,Discuss,1529967850,8,34,False
3,1,2but2iwa,59,main,IntermediateWaitPage,1529967850,0,34,False
3,1,2but2iwa,60,main,Decide,1529967855,5,34,False
3,1,2but2iwa,61,main,EndWaitPage,1529967855,0,34,False
3,1,2but2iwa,63,main,AssignAvatar,1529967858,3,35,False
3,1,2but2iwa,64,main,BeginWaitPage,1529967858,0,35,False
3,1,2but2iwa,65,main,Discuss,1529967868,10,35,False
3,1,2but2iwa,66,main,IntermediateWaitPage,1529967868,0,35,False
3,1,2but2iwa,67,main,Decide,1529967875,7,35,False
3,1,2but2iwa,68,main,EndWaitPage,1529967875,0,35,False
3,1,2but2iwa,70,main,AssignAvatar,1529967877,2,36,False
3,1,2but2iwa,71,main,BeginWaitPage,1529967877,0,36,False
3,1,2but2iwa,72,main,Discuss,1529967895,18,36,False
3,1,2but2iwa,73,main,IntermediateWaitPage,1529967895,0,36,False
3,1,2but2iwa,74,main,Decide,1529968506,611,36,True
3,1,2but2iwa,75,main,EndWaitPage,1529968507,1,36,False
3,1,2but2iwa,78,main,BeginWaitPage,1529968507,0,37,False
3,1,2but2iwa,80,main,IntermediateWaitPage,1529968507,0,37,False
3,1,2but2iwa,82,main,EndWaitPage,1529968507,0,37,False
3,1,2but2iwa,85,main,BeginWaitPage,1529968507,0,38,False
3,1,2but2iwa,87,main,IntermediateWaitPage,1529968507,0,38,False
3,1,2but2iwa,89,main,EndWaitPage,1529968507,0,38,False
3,1,2but2iwa,92,main,BeginWaitPage,1529968507,0,39,False
3,1,2but2iwa,94,main,IntermediateWaitPage,1529968507,0,39,False
3,1,2but2iwa,96,main,EndWaitPage,1529968507,0,39,False
3,1,2but2iwa,99,main,BeginWaitPage,1529968507,0,40,False
3,1,2but2iwa,101,main,IntermediateWaitPage,1529968507,0,40,False
3,1,2but2iwa,103,main,EndWaitPage,1529968507,0,40,False
3,1,2but2iwa,106,main,BeginWaitPage,1529968507,0,41,False
3,1,2but2iwa,108,main,IntermediateWaitPage,1529968507,0,41,False
3,1,2but2iwa,110,main,EndWaitPage,1529968507,0,41,False
3,1,2but2iwa,113,main,BeginWaitPage,1529968507,0,42,False
3,1,2but2iwa,115,main,IntermediateWaitPage,1529968507,0,42,False
3,1,2but2iwa,117,main,EndWaitPage,1529968507,0,42,False
3,1,2but2iwa,120,main,BeginWaitPage,1529968507,0,43,False
3,1,2but2iwa,122,main,IntermediateWaitPage,1529968507,0,43,False
3,1,2but2iwa,124,main,EndWaitPage,1529968521,14,43,False
3,1,2but2iwa,127,main,BeginWaitPage,1529968521,0,44,False
3,1,2but2iwa,129,main,IntermediateWaitPage,1529968521,0,44,False
3,1,2but2iwa,131,main,EndWaitPage,1529968521,0,44,False
3,1,2but2iwa,134,main,BeginWaitPage,1529968521,0,45,False
3,1,2but2iwa,136,main,IntermediateWaitPage,1529968521,0,45,False
3,1,2but2iwa,138,main,EndWaitPage,1529968521,0,45,False
4,1,bqzoy2g9,1,welcome_consent,WelcomePage,1529967908,1,4,False
4,1,bqzoy2g9,2,welcome_consent,ConsentPage,1529967912,4,4,False
4,1,bqzoy2g9,4,survey_initial,SocioDemographic,1529967917,5,4,False
4,1,bqzoy2g9,5,instructions,InstructionsPage,1529967920,3,4,False
4,1,bqzoy2g9,6,instructions,Quiz,1529967924,4,4,False
4,1,bqzoy2g9,8,instructions,TourDecide,1529967932,8,4,False
4,1,bqzoy2g9,9,instructions,Summary,1529967937,5,4,False
4,1,bqzoy2g9,10,practice,Intro,1529967940,3,10,False
4,1,bqzoy2g9,11,practice,AssignAvatar,1529967943,3,10,False
4,1,bqzoy2g9,12,practice,BeginWaitPage,1529967943,0,10,False
4,1,bqzoy2g9,14,practice,IntermediateWaitPage,1529967943,0,10,False
4,1,bqzoy2g9,15,practice,Decide,1529967947,4,10,False
4,1,bqzoy2g9,16,practice,EndWaitPage,1529967948,1,10,False
4,1,bqzoy2g9,17,practice,Continue,1529967951,3,10,False
4,1,bqzoy2g9,19,practice,AssignAvatar,1529967953,2,11,False
4,1,bqzoy2g9,20,practice,BeginWaitPage,1529967954,1,11,False
4,1,bqzoy2g9,22,practice,IntermediateWaitPage,1529967954,0,11,False
4,1,bqzoy2g9,23,practice,Decide,1529967958,4,11,False
4,1,bqzoy2g9,24,practice,EndWaitPage,1529967959,1,11,False
5,1,2nrqev3b,1,welcome_consent,WelcomePage,1529967971,1,5,False
5,1,2nrqev3b,2,welcome_consent,ConsentPage,1529967974,3,5,False
5,1,2nrqev3b,4,survey_initial,SocioDemographic,1529967979,5,5,False
5,1,2nrqev3b,5,instructions,InstructionsPage,1529967982,3,5,False
5,1,2nrqev3b,6,instructions,Quiz,1529967986,4,5,False
5,1,2nrqev3b,7,instructions,TourDiscuss,1529968000,14,5,False
5,1,2nrqev3b,8,instructions,TourDecide,1529968009,9,5,False
5,1,2nrqev3b,9,instructions,Summary,1529968012,3,5,False
5,1,2nrqev3b,10,practice,Intro,1529968014,2,13,False
5,1,2nrqev3b,11,practice,AssignAvatar,1529968016,2,13,False
5,1,2nrqev3b,12,practice,BeginWaitPage,1529968016,0,13,False
5,1,2nrqev3b,13,practice,Discuss,1529968025,9,13,False
5,1,2nrqev3b,14,practice,IntermediateWaitPage,1529968025,0,13,False
5,1,2nrqev3b,15,practice,Decide,1529968032,7,13,False
5,1,2nrqev3b,16,practice,EndWaitPage,1529968032,0,13,False
5,1,2nrqev3b,17,practice,Continue,1529968037,5,13,False
5,1,2nrqev3b,34,main,Intro,1529968039,2,61,False
5,1,2nrqev3b,35,main,AssignAvatar,1529968041,2,61,False
5,1,2nrqev3b,36,main,BeginWaitPage,1529968041,0,61,False
5,1,2nrqev3b,37,main,Discuss,1529968059,18,61,False
