session.code,subsession__round_number,network_id,network_position,network_type,createdBy__bot,createdBy__code,createdBy__avatar,createdBy__threshold,createdBy__position,wall__node__bot,wall__code,wall__avatar,wall__threshold,wall__position,message,deleted,datetime
xsrkblkf,4,6400,1,clique,False,5t9symag,Squirrel,1.0,2,False,7tnlu5eg,Sheep,1.0,4,I will participate.,False,2018-09-19 18:43:56.199237+00:00
xsrkblkf,4,6400,1,clique,False,5t9symag,Squirrel,1.0,2,False,idoj6y7e,Snail,1.0,5,I will participate.,False,2018-09-19 18:43:56.205965+00:00
xsrkblkf,4,6400,1,clique,False,5t9symag,Squirrel,1.0,2,False,usyhkbnv,Crab,0.0,3,I will participate.,False,2018-09-19 18:43:56.228419+00:00
xsrkblkf,4,6400,1,clique,False,5t9symag,Squirrel,1.0,2,False,u7123h8h,Eagle,0.0,1,I will participate.,False,2018-09-19 18:43:56.280396+00:00
xsrkblkf,4,6401,2,star,False,8k8pymq3,Horse,1.0,5,False,fb0l0eka,Tiger,0.0,1,I will participate.,False,2018-09-19 18:44:06.882764+00:00
xsrkblkf,4,6401,2,star,False,fb0l0eka,Tiger,0.0,1,False,jc3705q8,Frog,1.0,2,I will participate.,False,2018-09-19 18:44:08.247689+00:00
xsrkblkf,4,6401,2,star,False,jc3705q8,Frog,1.0,2,False,fb0l0eka,Tiger,0.0,1,I will participate.,False,2018-09-19 18:44:10.276946+00:00
xsrkblkf,4,6401,2,star,False,jnsblp1s,Lobster,1.0,4,False,fb0l0eka,Tiger,0.0,1,I will participate.,False,2018-09-19 18:44:11.588524+00:00
xsrkblkf,4,6401,2,star,False,fb0l0eka,Tiger,0.0,1,False,kk3fvdyr,Lizard,0.0,3,I will participate.,False,2018-09-19 18:44:14.218663+00:00
xsrkblkf,4,6401,2,star,False,kk3fvdyr,Lizard,0.0,3,False,fb0l0eka,Tiger,0.0,1,I will participate.,False,2018-09-19 18:44:17.706445+00:00
xsrkblkf,4,6401,2,star,False,fb0l0eka,Tiger,0.0,1,False,8k8pymq3,Horse,1.0,5,I will participate.,False,2018-09-19 18:44:24.699829+00:00
xsrkblkf,5,6403,1,clique,False,usyhkbnv,Goat,1.0,3,False,idoj6y7e,Owl,0.0,5,I will participate.,False,2018-09-19 18:44:33.172158+00:00
xsrkblkf,5,6403,1,clique,False,usyhkbnv,Goat,1.0,3,False,7tnlu5eg,Snake,0.0,4,I will participate.,False,2018-09-19 18:44:33.184419+00:00
xsrkblkf,5,6403,1,clique,False,usyhkbnv,Goat,1.0,3,False,5t9symag,Swan,0.0,2,I will participate.,False,2018-09-19 18:44:33.201301+00:00
xsrkblkf,5,6403,1,clique,False,usyhkbnv,Goat,1.0,3,False,u7123h8h,Fish,1.0,1,I will participate.,False,2018-09-19 18:44:33.253153+00:00
xsrkblkf,4,6401,2,star,False,fb0l0eka,Tiger,0.0,1,False,jnsblp1s,Lobster,1.0,4,I will participate.,False,2018-09-19 18:44:34.327860+00:00
xsrkblkf,5,6403,1,clique,False,u7123h8h,Fish,1.0,1,False,7tnlu5eg,Snake,0.0,4,I will participate.,False,2018-09-19 18:44:35.805021+00:00
xsrkblkf,5,6403,1,clique,False,u7123h8h,Fish,1.0,1,False,idoj6y7e,Owl,0.0,5,I will participate.,False,2018-09-19 18:44:35.806030+00:00
xsrkblkf,5,6403,1,clique,False,u7123h8h,Fish,1.0,1,False,usyhkbnv,Goat,1.0,3,I will participate.,False,2018-09-19 18:44:35.819832+00:00
xsrkblkf,5,6403,1,clique,False,u7123h8h,Fish,1.0,1,False,5t9symag,Swan,0.0,2,I will participate.,False,2018-09-19 18:44:35.879837+00:00
xsrkblkf,5,6403,1,clique,False,7tnlu5eg,Snake,0.0,4,False,usyhkbnv,Goat,1.0,3,I will participate.,False,2018-09-19 18:44:36.105649+00:00
xsrkblkf,5,6403,1,clique,False,7tnlu5eg,Snake,0.0,4,False,idoj6y7e,Owl,0.0,5,I will participate.,False,2018-09-19 18:44:36.111082+00:00
xsrkblkf,5,6403,1,clique,False,7tnlu5eg,Snake,0.0,4,False,5t9symag,Swan,0.0,2,I will participate.,False,2018-09-19 18:44:36.122516+00:00
xsrkblkf,5,6403,1,clique,False,7tnlu5eg,Snake,0.0,4,False,u7123h8h,Fish,1.0,1,I will participate.,False,2018-09-19 18:44:36.182734+00:00
xsrkblkf,4,6402,3,circle,False,ap3lj1gm,Wolf,0.0,3,False,lh1cwegn,Seal,1.0,4,I will participate.,False,2018-09-19 18:44:37.484979+00:00
xsrkblkf,4,6402,3,circle,False,ap3lj1gm,Wolf,0.0,3,False,covj1do8,Pig,1.0,2,I will participate.,False,2018-09-19 18:44:37.488259+00:00
xsrkblkf,5,6403,1,clique,False,idoj6y7e,Owl,0.0,5,False,7tnlu5eg,Snake,0.0,4,I will not participate.,False,2018-09-19 18:44:37.749736+00:00
xsrkblkf,5,6403,1,clique,False,idoj6y7e,Owl,0.0,5,False,5t9symag,Swan,0.0,2,I will not participate.,False,2018-09-19 18:44:37.769666+00:00
xsrkblkf,5,6403,1,clique,False,idoj6y7e,Owl,0.0,5,False,usyhkbnv,Goat,1.0,3,I will not participate.,False,2018-09-19 18:44:37.780893+00:00
xsrkblkf,5,6403,1,clique,False,idoj6y7e,Owl,0.0,5,False,u7123h8h,Fish,1.0,1,I will not participate.,False,2018-09-19 18:44:37.830809+00:00
xsrkblkf,4,6402,3,circle,False,253gy1pf,Octopus,1.0,5,False,rwbkmsn3,Lion,0.0,1,I will participate.,False,2018-09-19 18:44:40.184354+00:00
xsrkblkf,4,6402,3,circle,False,253gy1pf,Octopus,1.0,5,False,lh1cwegn,Seal,1.0,4,I will participate.,False,2018-09-19 18:44:40.211023+00:00
xsrkblkf,4,6402,3,circle,False,ap3lj1gm,Wolf,0.0,3,False,ap3lj1gm,Wolf,0.0,3,I will participate.,False,2018-09-19 18:44:41.964947+00:00
xsrkblkf,5,6403,1,clique,False,5t9symag,Swan,0.0,2,False,idoj6y7e,Owl,0.0,5,I will participate.,False,2018-09-19 18:44:42.404542+00:00
xsrkblkf,5,6403,1,clique,False,5t9symag,Swan,0.0,2,False,u7123h8h,Fish,1.0,1,I will participate.,False,2018-09-19 18:44:42.405437+00:00
xsrkblkf,5,6403,1,clique,False,5t9symag,Swan,0.0,2,False,usyhkbnv,Goat,1.0,3,I will participate.,False,2018-09-19 18:44:42.415470+00:00
xsrkblkf,5,6403,1,clique,False,5t9symag,Swan,0.0,2,False,7tnlu5eg,Snake,0.0,4,I will participate.,False,2018-09-19 18:44:42.465172+00:00
xsrkblkf,4,6402,3,circle,False,covj1do8,Pig,1.0,2,False,ap3lj1gm,Wolf,0.0,3,I will participate.,False,2018-09-19 18:44:43.555264+00:00
xsrkblkf,4,6402,3,circle,False,covj1do8,Pig,1.0,2,False,rwbkmsn3,Lion,0.0,1,I will participate.,False,2018-09-19 18:44:43.570961+00:00
xsrkblkf,5,6403,1,clique,False,u7123h8h,Fish,1.0,1,False,u7123h8h,Fish,1.0,1,I will participate.,False,2018-09-19 18:44:43.628188+00:00
xsrkblkf,4,6402,3,circle,False,lh1cwegn,Seal,1.0,4,False,253gy1pf,Octopus,1.0,5,I will participate.,False,2018-09-19 18:44:49.642082+00:00
xsrkblkf,4,6402,3,circle,False,lh1cwegn,Seal,1.0,4,False,ap3lj1gm,Wolf,0.0,3,I will participate.,False,2018-09-19 18:44:49.651084+00:00
xsrkblkf,4,6402,3,circle,False,rwbkmsn3,Lion,0.0,1,False,253gy1pf,Octopus,1.0,5,I will not participate.,False,2018-09-19 18:44:52.680028+00:00
xsrkblkf,4,6402,3,circle,False,rwbkmsn3,Lion,0.0,1,False,covj1do8,Pig,1.0,2,I will not participate.,False,2018-09-19 18:44:52.728405+00:00
xsrkblkf,5,6404,2,star,False,8k8pymq3,Lion,0.0,5,False,fb0l0eka,Koala,1.0,1,I will participate.,False,2018-09-19 18:45:08.309943+00:00
xsrkblkf,5,6404,2,star,False,fb0l0eka,Koala,1.0,1,False,jc3705q8,Giraffe,0.0,2,I will not participate.,False,2018-09-19 18:45:09.299316+00:00
xsrkblkf,5,6404,2,star,False,jc3705q8,Giraffe,0.0,2,False,fb0l0eka,Koala,1.0,1,I will participate.,False,2018-09-19 18:45:09.518526+00:00
xsrkblkf,5,6404,2,star,False,jnsblp1s,Rat,0.0,4,False,fb0l0eka,Koala,1.0,1,I will participate.,False,2018-09-19 18:45:12.717619+00:00
xsrkblkf,5,6404,2,star,False,fb0l0eka,Koala,1.0,1,False,kk3fvdyr,Deer,1.0,3,I will not participate.,False,2018-09-19 18:45:15.209788+00:00
xsrkblkf,5,6404,2,star,False,fb0l0eka,Koala,1.0,1,False,jnsblp1s,Rat,0.0,4,I will not participate.,False,2018-09-19 18:45:20.931588+00:00
xsrkblkf,5,6404,2,star,False,kk3fvdyr,Deer,1.0,3,False,fb0l0eka,Koala,1.0,1,I will participate.,False,2018-09-19 18:45:21.209679+00:00
xsrkblkf,5,6404,2,star,False,fb0l0eka,Koala,1.0,1,False,8k8pymq3,Lion,0.0,5,I will not participate.,False,2018-09-19 18:45:25.521340+00:00
xsrkblkf,5,6405,3,circle,False,253gy1pf,Seal,0.0,5,False,lh1cwegn,Sheep,0.0,4,I will participate.,False,2018-09-19 18:45:53.362121+00:00
xsrkblkf,5,6405,3,circle,False,253gy1pf,Seal,0.0,5,False,rwbkmsn3,Crab,1.0,1,I will participate.,False,2018-09-19 18:45:53.367216+00:00
xsrkblkf,5,6405,3,circle,False,lh1cwegn,Sheep,0.0,4,False,253gy1pf,Seal,0.0,5,I will participate.,False,2018-09-19 18:45:53.969533+00:00
xsrkblkf,5,6405,3,circle,False,lh1cwegn,Sheep,0.0,4,False,ap3lj1gm,Tiger,1.0,3,I will participate.,False,2018-09-19 18:45:53.984724+00:00
xsrkblkf,6,6406,1,star,False,idoj6y7e,Frog,1.0,5,False,u7123h8h,Pig,1.0,1,I will participate.,False,2018-09-19 18:45:55.759676+00:00
xsrkblkf,6,6406,1,star,False,u7123h8h,Pig,1.0,1,False,u7123h8h,Pig,1.0,1,I will participate.,True,2018-09-19 18:45:58.167884+00:00
xsrkblkf,5,6405,3,circle,False,covj1do8,Frog,0.0,2,False,rwbkmsn3,Crab,1.0,1,I will participate.,False,2018-09-19 18:45:58.285367+00:00
xsrkblkf,5,6405,3,circle,False,covj1do8,Frog,0.0,2,False,ap3lj1gm,Tiger,1.0,3,I will participate.,False,2018-09-19 18:45:58.286090+00:00
xsrkblkf,6,6406,1,star,False,idoj6y7e,Frog,1.0,5,False,idoj6y7e,Frog,1.0,5,I will participate.,False,2018-09-19 18:45:59.736879+00:00
xsrkblkf,5,6405,3,circle,False,253gy1pf,Seal,0.0,5,False,253gy1pf,Seal,0.0,5,I will participate.,False,2018-09-19 18:46:00.394907+00:00
xsrkblkf,6,6406,1,star,False,usyhkbnv,Raccoon,1.0,3,False,u7123h8h,Pig,1.0,1,I will not participate.,False,2018-09-19 18:46:03.911306+00:00
xsrkblkf,6,6407,2,circle,False,fb0l0eka,Shark,1.0,1,False,jc3705q8,Koala,1.0,2,I will participate.,True,2018-09-19 18:46:09.140999+00:00
xsrkblkf,6,6406,1,star,False,5t9symag,Tiger,1.0,2,False,u7123h8h,Pig,1.0,1,I will not participate.,False,2018-09-19 18:46:10.057764+00:00
xsrkblkf,6,6407,2,circle,False,8k8pymq3,Elephant,1.0,5,False,jnsblp1s,Bull,1.0,4,I will participate.,False,2018-09-19 18:46:11.256283+00:00
xsrkblkf,6,6407,2,circle,False,8k8pymq3,Elephant,1.0,5,False,fb0l0eka,Shark,1.0,1,I will participate.,False,2018-09-19 18:46:11.283516+00:00
xsrkblkf,5,6405,3,circle,False,ap3lj1gm,Tiger,1.0,3,False,lh1cwegn,Sheep,0.0,4,I will participate.,False,2018-09-19 18:46:11.657743+00:00
xsrkblkf,5,6405,3,circle,False,ap3lj1gm,Tiger,1.0,3,False,covj1do8,Frog,0.0,2,I will participate.,False,2018-09-19 18:46:11.658495+00:00
xsrkblkf,6,6406,1,star,False,u7123h8h,Pig,1.0,1,False,7tnlu5eg,Whale,1.0,4,I will not participate.,False,2018-09-19 18:46:12.032343+00:00
xsrkblkf,6,6406,1,star,False,u7123h8h,Pig,1.0,1,False,idoj6y7e,Frog,1.0,5,I will not participate.,False,2018-09-19 18:46:12.038239+00:00
xsrkblkf,6,6406,1,star,False,u7123h8h,Pig,1.0,1,False,usyhkbnv,Raccoon,1.0,3,I will not participate.,False,2018-09-19 18:46:12.053084+00:00
xsrkblkf,6,6406,1,star,False,u7123h8h,Pig,1.0,1,False,5t9symag,Tiger,1.0,2,I will not participate.,False,2018-09-19 18:46:12.095724+00:00
xsrkblkf,6,6407,2,circle,False,jnsblp1s,Bull,1.0,4,False,8k8pymq3,Elephant,1.0,5,I will participate.,False,2018-09-19 18:46:14.526415+00:00
xsrkblkf,6,6407,2,circle,False,jnsblp1s,Bull,1.0,4,False,kk3fvdyr,Dog,1.0,3,I will participate.,False,2018-09-19 18:46:14.529139+00:00
xsrkblkf,5,6405,3,circle,False,ap3lj1gm,Tiger,1.0,3,False,ap3lj1gm,Tiger,1.0,3,I will participate.,False,2018-09-19 18:46:15.839158+00:00
xsrkblkf,6,6407,2,circle,False,jc3705q8,Koala,1.0,2,False,kk3fvdyr,Dog,1.0,3,I will not participate.,False,2018-09-19 18:46:17.895083+00:00
xsrkblkf,6,6407,2,circle,False,jc3705q8,Koala,1.0,2,False,fb0l0eka,Shark,1.0,1,I will not participate.,False,2018-09-19 18:46:17.910944+00:00
xsrkblkf,6,6407,2,circle,False,kk3fvdyr,Dog,1.0,3,False,jnsblp1s,Bull,1.0,4,I will not participate.,False,2018-09-19 18:46:19.205537+00:00
xsrkblkf,6,6407,2,circle,False,fb0l0eka,Shark,1.0,1,False,8k8pymq3,Elephant,1.0,5,I will not participate.,False,2018-09-19 18:46:24.164511+00:00
xsrkblkf,6,6406,1,star,False,u7123h8h,Pig,1.0,1,False,u7123h8h,Pig,1.0,1,I will not participate.,False,2018-09-19 18:46:30.802151+00:00
xsrkblkf,5,6405,3,circle,False,rwbkmsn3,Crab,1.0,1,False,253gy1pf,Seal,0.0,5,I will not participate.,False,2018-09-19 18:46:40.934911+00:00
xsrkblkf,5,6405,3,circle,False,rwbkmsn3,Crab,1.0,1,False,covj1do8,Frog,0.0,2,I will not participate.,False,2018-09-19 18:46:40.988224+00:00
xsrkblkf,6,6407,2,circle,False,fb0l0eka,Shark,1.0,1,False,jc3705q8,Koala,1.0,2,I will not participate.,False,2018-09-19 18:46:43.666525+00:00
xsrkblkf,7,6409,1,star,False,usyhkbnv,Dolphin,0.0,3,False,u7123h8h,Chicken,0.0,1,I will participate.,False,2018-09-19 18:47:01.364799+00:00
xsrkblkf,7,6409,1,star,False,idoj6y7e,Eagle,0.0,5,False,u7123h8h,Chicken,0.0,1,I will participate.,False,2018-09-19 18:47:03.921385+00:00
xsrkblkf,7,6409,1,star,False,u7123h8h,Chicken,0.0,1,False,7tnlu5eg,Crocodile,0.0,4,I will participate.,False,2018-09-19 18:47:05.759981+00:00
xsrkblkf,7,6409,1,star,False,u7123h8h,Chicken,0.0,1,False,idoj6y7e,Eagle,0.0,5,I will participate.,False,2018-09-19 18:47:05.790918+00:00
xsrkblkf,7,6409,1,star,False,u7123h8h,Chicken,0.0,1,False,usyhkbnv,Dolphin,0.0,3,I will participate.,False,2018-09-19 18:47:05.798733+00:00
xsrkblkf,7,6409,1,star,False,u7123h8h,Chicken,0.0,1,False,5t9symag,Tiger,0.0,2,I will participate.,False,2018-09-19 18:47:05.848670+00:00
xsrkblkf,7,6409,1,star,False,7tnlu5eg,Crocodile,0.0,4,False,u7123h8h,Chicken,0.0,1,I will participate.,False,2018-09-19 18:47:05.896962+00:00
xsrkblkf,7,6409,1,star,False,5t9symag,Tiger,0.0,2,False,u7123h8h,Chicken,0.0,1,I will participate.,False,2018-09-19 18:47:06.035935+00:00
xsrkblkf,7,6409,1,star,False,u7123h8h,Chicken,0.0,1,False,u7123h8h,Chicken,0.0,1,I will participate.,False,2018-09-19 18:47:11.436493+00:00
xsrkblkf,6,6408,3,clique,False,lh1cwegn,Wolf,1.0,4,False,253gy1pf,Gorilla,1.0,5,I will participate.,False,2018-09-19 18:47:18.755063+00:00
xsrkblkf,6,6408,3,clique,False,lh1cwegn,Wolf,1.0,4,False,ap3lj1gm,Owl,1.0,3,I will participate.,False,2018-09-19 18:47:18.772629+00:00
xsrkblkf,6,6408,3,clique,False,lh1cwegn,Wolf,1.0,4,False,covj1do8,Kangaroo,1.0,2,I will participate.,False,2018-09-19 18:47:18.834292+00:00
xsrkblkf,6,6408,3,clique,False,lh1cwegn,Wolf,1.0,4,False,rwbkmsn3,Swan,1.0,1,I will participate.,False,2018-09-19 18:47:18.865160+00:00
xsrkblkf,6,6408,3,clique,False,rwbkmsn3,Swan,1.0,1,False,lh1cwegn,Wolf,1.0,4,I will participate.,False,2018-09-19 18:47:19.364284+00:00
xsrkblkf,6,6408,3,clique,False,rwbkmsn3,Swan,1.0,1,False,253gy1pf,Gorilla,1.0,5,I will participate.,False,2018-09-19 18:47:19.365012+00:00
xsrkblkf,6,6408,3,clique,False,rwbkmsn3,Swan,1.0,1,False,ap3lj1gm,Owl,1.0,3,I will participate.,False,2018-09-19 18:47:19.436249+00:00
xsrkblkf,6,6408,3,clique,False,rwbkmsn3,Swan,1.0,1,False,covj1do8,Kangaroo,1.0,2,I will participate.,False,2018-09-19 18:47:19.436958+00:00
xsrkblkf,6,6408,3,clique,False,ap3lj1gm,Owl,1.0,3,False,253gy1pf,Gorilla,1.0,5,I will participate.,False,2018-09-19 18:47:19.735576+00:00
xsrkblkf,6,6408,3,clique,False,ap3lj1gm,Owl,1.0,3,False,lh1cwegn,Wolf,1.0,4,I will participate.,False,2018-09-19 18:47:19.737025+00:00
xsrkblkf,6,6408,3,clique,False,ap3lj1gm,Owl,1.0,3,False,covj1do8,Kangaroo,1.0,2,I will participate.,False,2018-09-19 18:47:19.749792+00:00
xsrkblkf,6,6408,3,clique,False,ap3lj1gm,Owl,1.0,3,False,rwbkmsn3,Swan,1.0,1,I will participate.,False,2018-09-19 18:47:19.793864+00:00
xsrkblkf,6,6408,3,clique,False,ap3lj1gm,Owl,1.0,3,False,ap3lj1gm,Owl,1.0,3,I will participate.,False,2018-09-19 18:47:24.457959+00:00
xsrkblkf,7,6410,2,circle,False,fb0l0eka,Cow,0.0,1,False,8k8pymq3,Tuna,0.0,5,I will participate.,False,2018-09-19 18:47:29.826751+00:00
xsrkblkf,7,6410,2,circle,False,jc3705q8,Bull,0.0,2,False,kk3fvdyr,Owl,0.0,3,I will participate.,False,2018-09-19 18:47:30.887211+00:00
xsrkblkf,7,6410,2,circle,False,jc3705q8,Bull,0.0,2,False,fb0l0eka,Cow,0.0,1,I will participate.,False,2018-09-19 18:47:30.887948+00:00
xsrkblkf,7,6410,2,circle,False,8k8pymq3,Tuna,0.0,5,False,fb0l0eka,Cow,0.0,1,I will participate.,False,2018-09-19 18:47:31.159859+00:00
xsrkblkf,7,6410,2,circle,False,8k8pymq3,Tuna,0.0,5,False,jnsblp1s,Lion,0.0,4,I will participate.,False,2018-09-19 18:47:31.176789+00:00
xsrkblkf,7,6410,2,circle,False,jnsblp1s,Lion,0.0,4,False,kk3fvdyr,Owl,0.0,3,I will participate.,False,2018-09-19 18:47:32.533844+00:00
xsrkblkf,7,6410,2,circle,False,jnsblp1s,Lion,0.0,4,False,8k8pymq3,Tuna,0.0,5,I will participate.,False,2018-09-19 18:47:32.538053+00:00
xsrkblkf,6,6408,3,clique,False,covj1do8,Kangaroo,1.0,2,False,253gy1pf,Gorilla,1.0,5,I will participate.,False,2018-09-19 18:47:33.683957+00:00
xsrkblkf,6,6408,3,clique,False,covj1do8,Kangaroo,1.0,2,False,lh1cwegn,Wolf,1.0,4,I will participate.,False,2018-09-19 18:47:33.691825+00:00
xsrkblkf,6,6408,3,clique,False,covj1do8,Kangaroo,1.0,2,False,rwbkmsn3,Swan,1.0,1,I will participate.,False,2018-09-19 18:47:33.699571+00:00
xsrkblkf,6,6408,3,clique,False,covj1do8,Kangaroo,1.0,2,False,ap3lj1gm,Owl,1.0,3,I will participate.,False,2018-09-19 18:47:33.753541+00:00
xsrkblkf,7,6410,2,circle,False,fb0l0eka,Cow,0.0,1,False,jc3705q8,Bull,0.0,2,I will participate.,False,2018-09-19 18:47:34.973131+00:00
xsrkblkf,7,6410,2,circle,False,kk3fvdyr,Owl,0.0,3,False,jnsblp1s,Lion,0.0,4,I will participate.,False,2018-09-19 18:47:35.089473+00:00
xsrkblkf,7,6410,2,circle,False,kk3fvdyr,Owl,0.0,3,False,jc3705q8,Bull,0.0,2,I will participate.,False,2018-09-19 18:47:41.079760+00:00
xsrkblkf,8,6412,1,star,False,usyhkbnv,Rat,1.0,3,False,u7123h8h,Snake,0.0,1,I will not participate.,False,2018-09-19 18:47:42.973636+00:00
xsrkblkf,8,6412,1,star,False,idoj6y7e,Duck,1.0,5,False,u7123h8h,Snake,0.0,1,I will participate.,False,2018-09-19 18:47:43.880868+00:00
xsrkblkf,8,6412,1,star,False,7tnlu5eg,Rabbit,1.0,4,False,u7123h8h,Snake,0.0,1,I will not participate.,False,2018-09-19 18:47:45.005474+00:00
xsrkblkf,8,6412,1,star,False,u7123h8h,Snake,0.0,1,False,idoj6y7e,Duck,1.0,5,I will participate.,False,2018-09-19 18:47:45.628493+00:00
xsrkblkf,8,6412,1,star,False,u7123h8h,Snake,0.0,1,False,7tnlu5eg,Rabbit,1.0,4,I will participate.,False,2018-09-19 18:47:45.712946+00:00
xsrkblkf,8,6412,1,star,False,u7123h8h,Snake,0.0,1,False,usyhkbnv,Rat,1.0,3,I will participate.,False,2018-09-19 18:47:45.774613+00:00
xsrkblkf,8,6412,1,star,False,u7123h8h,Snake,0.0,1,False,5t9symag,Frog,1.0,2,I will participate.,False,2018-09-19 18:47:45.781873+00:00
xsrkblkf,8,6412,1,star,False,u7123h8h,Snake,0.0,1,False,u7123h8h,Snake,0.0,1,I will participate.,False,2018-09-19 18:47:49.828566+00:00
xsrkblkf,8,6412,1,star,False,5t9symag,Frog,1.0,2,False,u7123h8h,Snake,0.0,1,I will not participate.,False,2018-09-19 18:47:50.267499+00:00
xsrkblkf,7,6411,3,clique,False,lh1cwegn,Lizard,0.0,4,False,ap3lj1gm,Swan,0.0,3,I will participate.,False,2018-09-19 18:48:04.706090+00:00
xsrkblkf,7,6411,3,clique,False,lh1cwegn,Lizard,0.0,4,False,253gy1pf,Penguin,0.0,5,I will participate.,False,2018-09-19 18:48:04.707172+00:00
xsrkblkf,7,6411,3,clique,False,lh1cwegn,Lizard,0.0,4,False,covj1do8,Snake,0.0,2,I will participate.,False,2018-09-19 18:48:04.716658+00:00
xsrkblkf,7,6411,3,clique,False,lh1cwegn,Lizard,0.0,4,False,rwbkmsn3,Mouse,0.0,1,I will participate.,False,2018-09-19 18:48:04.787438+00:00
xsrkblkf,7,6411,3,clique,False,253gy1pf,Penguin,0.0,5,False,lh1cwegn,Lizard,0.0,4,I will participate.,False,2018-09-19 18:48:05.011268+00:00
xsrkblkf,7,6411,3,clique,False,253gy1pf,Penguin,0.0,5,False,ap3lj1gm,Swan,0.0,3,I will participate.,False,2018-09-19 18:48:05.034083+00:00
xsrkblkf,7,6411,3,clique,False,253gy1pf,Penguin,0.0,5,False,covj1do8,Snake,0.0,2,I will participate.,False,2018-09-19 18:48:05.043088+00:00
xsrkblkf,7,6411,3,clique,False,253gy1pf,Penguin,0.0,5,False,rwbkmsn3,Mouse,0.0,1,I will participate.,False,2018-09-19 18:48:05.104216+00:00
xsrkblkf,7,6411,3,clique,False,rwbkmsn3,Mouse,0.0,1,False,253gy1pf,Penguin,0.0,5,I will participate.,False,2018-09-19 18:48:07.846149+00:00
xsrkblkf,7,6411,3,clique,False,rwbkmsn3,Mouse,0.0,1,False,lh1cwegn,Lizard,0.0,4,I will participate.,False,2018-09-19 18:48:07.894471+00:00
xsrkblkf,7,6411,3,clique,False,rwbkmsn3,Mouse,0.0,1,False,ap3lj1gm,Swan,0.0,3,I will participate.,False,2018-09-19 18:48:08.011220+00:00
xsrkblkf,7,6411,3,clique,False,rwbkmsn3,Mouse,0.0,1,False,covj1do8,Snake,0.0,2,I will participate.,False,2018-09-19 18:48:08.129329+00:00
xsrkblkf,7,6411,3,clique,False,253gy1pf,Penguin,0.0,5,False,253gy1pf,Penguin,0.0,5,I will participate.,False,2018-09-19 18:48:08.534312+00:00
xsrkblkf,7,6411,3,clique,False,ap3lj1gm,Swan,0.0,3,False,253gy1pf,Penguin,0.0,5,I will participate.,False,2018-09-19 18:48:11.179602+00:00
xsrkblkf,7,6411,3,clique,False,ap3lj1gm,Swan,0.0,3,False,lh1cwegn,Lizard,0.0,4,I will participate.,False,2018-09-19 18:48:11.194937+00:00
xsrkblkf,7,6411,3,clique,False,ap3lj1gm,Swan,0.0,3,False,covj1do8,Snake,0.0,2,I will participate.,False,2018-09-19 18:48:11.208888+00:00
xsrkblkf,7,6411,3,clique,False,ap3lj1gm,Swan,0.0,3,False,rwbkmsn3,Mouse,0.0,1,I will participate.,False,2018-09-19 18:48:11.257279+00:00
xsrkblkf,8,6413,2,circle,False,fb0l0eka,Eagle,0.0,1,False,8k8pymq3,Beaver,1.0,5,I will participate.,False,2018-09-19 18:48:13.086604+00:00
xsrkblkf,7,6411,3,clique,False,covj1do8,Snake,0.0,2,False,253gy1pf,Penguin,0.0,5,I will participate.,False,2018-09-19 18:48:14.301499+00:00
xsrkblkf,7,6411,3,clique,False,covj1do8,Snake,0.0,2,False,lh1cwegn,Lizard,0.0,4,I will participate.,False,2018-09-19 18:48:14.307336+00:00
xsrkblkf,7,6411,3,clique,False,covj1do8,Snake,0.0,2,False,rwbkmsn3,Mouse,0.0,1,I will participate.,False,2018-09-19 18:48:14.308693+00:00
xsrkblkf,7,6411,3,clique,False,covj1do8,Snake,0.0,2,False,ap3lj1gm,Swan,0.0,3,I will participate.,False,2018-09-19 18:48:14.366929+00:00
xsrkblkf,7,6411,3,clique,False,ap3lj1gm,Swan,0.0,3,False,ap3lj1gm,Swan,0.0,3,I will participate.,False,2018-09-19 18:48:15.989197+00:00
xsrkblkf,8,6413,2,circle,False,fb0l0eka,Eagle,0.0,1,False,jc3705q8,Rhino,1.0,2,I will participate.,False,2018-09-19 18:48:17.427287+00:00
xsrkblkf,8,6413,2,circle,False,jnsblp1s,Tuna,1.0,4,False,8k8pymq3,Beaver,1.0,5,I will participate.,False,2018-09-19 18:48:18.317002+00:00
xsrkblkf,8,6413,2,circle,False,jnsblp1s,Tuna,1.0,4,False,kk3fvdyr,Monkey,1.0,3,I will participate.,False,2018-09-19 18:48:18.326825+00:00
xsrkblkf,9,6415,1,star,False,idoj6y7e,Cow,1.0,5,False,u7123h8h,Crab,0.0,1,I will participate.,False,2018-09-19 18:48:18.747606+00:00
xsrkblkf,9,6415,1,star,False,usyhkbnv,Shark,0.0,3,False,u7123h8h,Crab,0.0,1,I will participate.,False,2018-09-19 18:48:19.091153+00:00
xsrkblkf,8,6413,2,circle,False,jc3705q8,Rhino,1.0,2,False,kk3fvdyr,Monkey,1.0,3,I will not participate.,False,2018-09-19 18:48:20.062035+00:00
xsrkblkf,8,6413,2,circle,False,jc3705q8,Rhino,1.0,2,False,fb0l0eka,Eagle,0.0,1,I will not participate.,False,2018-09-19 18:48:20.063737+00:00
xsrkblkf,8,6413,2,circle,False,8k8pymq3,Beaver,1.0,5,False,jnsblp1s,Tuna,1.0,4,I will participate.,False,2018-09-19 18:48:21.178439+00:00
