session.code,subsession__round_number,network_id,network_position,network_type,createdBy__bot,createdBy__code,createdBy__avatar,createdBy__threshold,createdBy__position,wall__node__bot,wall__code,wall__avatar,wall__threshold,wall__position,message,deleted,datetime
jpcl8cn1,1,91,1,clique,False,2wa759fz,Octopus,1.0,4,False,yslm5tlc,Bear,1.0,3,I will not participate.,False,2018-06-12 20:37:54.667460+00:00
jpcl8cn1,1,91,1,clique,False,yslm5tlc,Bear,1.0,3,False,2wa759fz,Octopus,1.0,4,I will participate.,False,2018-06-12 20:38:04.306141+00:00
jpcl8cn1,1,91,1,clique,False,yslm5tlc,Bear,1.0,3,False,ptoeag06,Bat,1.0,5,I will participate.,False,2018-06-12 20:38:04.312730+00:00
jpcl8cn1,1,91,1,clique,False,yslm5tlc,Bear,1.0,3,False,2lc64dhq,Cow,1.0,2,I will participate.,False,2018-06-12 20:38:04.325028+00:00
jpcl8cn1,1,91,1,clique,False,yslm5tlc,Bear,1.0,3,False,1dlnipgo,Lion,1.0,1,I will participate.,False,2018-06-12 20:38:04.378943+00:00
jpcl8cn1,1,91,1,clique,False,2wa759fz,Octopus,1.0,4,False,2lc64dhq,Cow,1.0,2,I will not participate.,False,2018-06-12 20:38:05.004460+00:00
jpcl8cn1,1,91,1,clique,False,1dlnipgo,Lion,1.0,1,False,2wa759fz,Octopus,1.0,4,I will participate.,False,2018-06-12 20:38:08.063491+00:00
jpcl8cn1,1,91,1,clique,False,1dlnipgo,Lion,1.0,1,False,ptoeag06,Bat,1.0,5,I will participate.,False,2018-06-12 20:38:08.065607+00:00
jpcl8cn1,1,91,1,clique,False,1dlnipgo,Lion,1.0,1,False,yslm5tlc,Bear,1.0,3,I will participate.,False,2018-06-12 20:38:08.078739+00:00
jpcl8cn1,1,91,1,clique,False,1dlnipgo,Lion,1.0,1,False,2lc64dhq,Cow,1.0,2,I will participate.,False,2018-06-12 20:38:08.156457+00:00
jpcl8cn1,1,91,1,clique,False,2lc64dhq,Cow,1.0,2,False,2wa759fz,Octopus,1.0,4,I will not participate.,False,2018-06-12 20:38:09.179998+00:00
jpcl8cn1,1,91,1,clique,False,2lc64dhq,Cow,1.0,2,False,ptoeag06,Bat,1.0,5,I will not participate.,False,2018-06-12 20:38:09.189247+00:00
jpcl8cn1,1,91,1,clique,False,2lc64dhq,Cow,1.0,2,False,yslm5tlc,Bear,1.0,3,I will not participate.,False,2018-06-12 20:38:09.203212+00:00
jpcl8cn1,1,91,1,clique,False,2lc64dhq,Cow,1.0,2,False,1dlnipgo,Lion,1.0,1,I will not participate.,False,2018-06-12 20:38:09.251261+00:00
jpcl8cn1,1,92,2,star,False,767s9ot5,Lizard,1.0,1,False,1479ugjp,Bull,1.0,5,I will participate.,False,2018-06-12 20:38:12.100869+00:00
jpcl8cn1,1,92,2,star,False,767s9ot5,Lizard,1.0,1,False,1nfescfr,Koala,1.0,4,I will participate.,False,2018-06-12 20:38:12.103807+00:00
jpcl8cn1,1,92,2,star,False,767s9ot5,Lizard,1.0,1,False,o0gzheia,Snake,1.0,3,I will participate.,False,2018-06-12 20:38:12.112062+00:00
jpcl8cn1,1,92,2,star,False,767s9ot5,Lizard,1.0,1,False,pbtg7vof,Duck,1.0,2,I will participate.,False,2018-06-12 20:38:12.160916+00:00
jpcl8cn1,1,91,1,clique,False,2wa759fz,Octopus,1.0,4,False,1dlnipgo,Lion,1.0,1,I will not participate.,False,2018-06-12 20:38:12.883601+00:00
jpcl8cn1,1,92,2,star,False,pbtg7vof,Duck,1.0,2,False,767s9ot5,Lizard,1.0,1,I will participate.,False,2018-06-12 20:38:13.070521+00:00
jpcl8cn1,1,91,1,clique,False,1dlnipgo,Lion,1.0,1,False,1dlnipgo,Lion,1.0,1,I will participate.,False,2018-06-12 20:38:26.847207+00:00
jpcl8cn1,1,92,2,star,False,pbtg7vof,Duck,1.0,2,False,pbtg7vof,Duck,1.0,2,I will participate.,False,2018-06-12 20:38:29.397960+00:00
jpcl8cn1,1,92,2,star,False,1479ugjp,Bull,1.0,5,False,767s9ot5,Lizard,1.0,1,I will not participate.,False,2018-06-12 20:38:29.847377+00:00
jpcl8cn1,1,92,2,star,False,o0gzheia,Snake,1.0,3,False,767s9ot5,Lizard,1.0,1,I will not participate.,False,2018-06-12 20:38:36.702291+00:00
jpcl8cn1,1,92,2,star,False,1nfescfr,Koala,1.0,4,False,767s9ot5,Lizard,1.0,1,I will participate.,False,2018-06-12 20:38:37.307134+00:00
jpcl8cn1,2,96,3,circle,False,5ddhgnbn,Mouse,0.0,5,False,bmo682yv,Bear,0.0,1,I will participate.,False,2018-06-12 20:39:01.682991+00:00
jpcl8cn1,2,96,3,circle,False,v9z5fy71,Hippo,0.0,4,False,5ddhgnbn,Mouse,0.0,5,I will participate.,False,2018-06-12 20:39:02.862915+00:00
jpcl8cn1,2,96,3,circle,False,v9z5fy71,Hippo,0.0,4,False,kmyedicj,Tuna,0.0,3,I will participate.,False,2018-06-12 20:39:02.874616+00:00
jpcl8cn1,2,96,3,circle,False,kmyedicj,Tuna,0.0,3,False,v9z5fy71,Hippo,0.0,4,I will participate.,False,2018-06-12 20:39:04.221867+00:00
jpcl8cn1,2,96,3,circle,False,kmyedicj,Tuna,0.0,3,False,tu1ap3cf,Fish,0.0,2,I will participate.,False,2018-06-12 20:39:04.222921+00:00
jpcl8cn1,2,96,3,circle,False,5ddhgnbn,Mouse,0.0,5,False,v9z5fy71,Hippo,0.0,4,I will participate.,False,2018-06-12 20:39:07.119854+00:00
jpcl8cn1,2,96,3,circle,False,v9z5fy71,Hippo,0.0,4,False,v9z5fy71,Hippo,0.0,4,I will participate.,False,2018-06-12 20:39:07.614164+00:00
jpcl8cn1,2,96,3,circle,False,tu1ap3cf,Fish,0.0,2,False,bmo682yv,Bear,0.0,1,I will participate.,False,2018-06-12 20:39:15.349764+00:00
jpcl8cn1,2,96,3,circle,False,tu1ap3cf,Fish,0.0,2,False,kmyedicj,Tuna,0.0,3,I will participate.,False,2018-06-12 20:39:15.352700+00:00
jpcl8cn1,2,96,3,circle,False,bmo682yv,Bear,0.0,1,False,tu1ap3cf,Fish,0.0,2,I will participate.,False,2018-06-12 20:39:23.084458+00:00
jpcl8cn1,2,96,3,circle,False,bmo682yv,Bear,0.0,1,False,5ddhgnbn,Mouse,0.0,5,I will participate.,False,2018-06-12 20:39:23.085547+00:00
jpcl8cn1,2,96,3,circle,False,kmyedicj,Tuna,0.0,3,False,kmyedicj,Tuna,0.0,3,I will participate.,False,2018-06-12 20:39:27.769150+00:00
jpcl8cn1,2,94,1,clique,False,yslm5tlc,Owl,0.0,3,False,ptoeag06,Bee,0.0,5,I will participate.,False,2018-06-12 20:39:29.007221+00:00
jpcl8cn1,2,94,1,clique,False,yslm5tlc,Owl,0.0,3,False,2wa759fz,Cat,0.0,4,I will participate.,False,2018-06-12 20:39:29.019049+00:00
jpcl8cn1,2,94,1,clique,False,yslm5tlc,Owl,0.0,3,False,2lc64dhq,Gorilla,0.0,2,I will participate.,False,2018-06-12 20:39:29.041199+00:00
jpcl8cn1,2,94,1,clique,False,yslm5tlc,Owl,0.0,3,False,1dlnipgo,Bat,0.0,1,I will participate.,False,2018-06-12 20:39:29.085871+00:00
jpcl8cn1,2,94,1,clique,False,ptoeag06,Bee,0.0,5,False,2wa759fz,Cat,0.0,4,I will participate.,False,2018-06-12 20:39:29.872974+00:00
jpcl8cn1,2,94,1,clique,False,ptoeag06,Bee,0.0,5,False,yslm5tlc,Owl,0.0,3,I will participate.,False,2018-06-12 20:39:29.883899+00:00
jpcl8cn1,2,94,1,clique,False,ptoeag06,Bee,0.0,5,False,2lc64dhq,Gorilla,0.0,2,I will participate.,False,2018-06-12 20:39:29.899531+00:00
jpcl8cn1,2,94,1,clique,False,ptoeag06,Bee,0.0,5,False,1dlnipgo,Bat,0.0,1,I will participate.,False,2018-06-12 20:39:29.952095+00:00
jpcl8cn1,2,94,1,clique,False,2wa759fz,Cat,0.0,4,False,ptoeag06,Bee,0.0,5,I will not participate.,False,2018-06-12 20:39:31.061717+00:00
jpcl8cn1,2,94,1,clique,False,2wa759fz,Cat,0.0,4,False,yslm5tlc,Owl,0.0,3,I will not participate.,False,2018-06-12 20:39:31.076394+00:00
jpcl8cn1,2,94,1,clique,False,2wa759fz,Cat,0.0,4,False,2lc64dhq,Gorilla,0.0,2,I will not participate.,False,2018-06-12 20:39:31.090693+00:00
jpcl8cn1,2,94,1,clique,False,2wa759fz,Cat,0.0,4,False,1dlnipgo,Bat,0.0,1,I will not participate.,False,2018-06-12 20:39:31.147869+00:00
jpcl8cn1,2,94,1,clique,False,1dlnipgo,Bat,0.0,1,False,ptoeag06,Bee,0.0,5,I will participate.,False,2018-06-12 20:39:40.089798+00:00
jpcl8cn1,2,94,1,clique,False,1dlnipgo,Bat,0.0,1,False,2wa759fz,Cat,0.0,4,I will participate.,False,2018-06-12 20:39:40.099705+00:00
jpcl8cn1,2,94,1,clique,False,1dlnipgo,Bat,0.0,1,False,yslm5tlc,Owl,0.0,3,I will participate.,False,2018-06-12 20:39:40.125498+00:00
jpcl8cn1,2,94,1,clique,False,1dlnipgo,Bat,0.0,1,False,2lc64dhq,Gorilla,0.0,2,I will participate.,False,2018-06-12 20:39:40.183262+00:00
jpcl8cn1,2,94,1,clique,False,2lc64dhq,Gorilla,0.0,2,False,2wa759fz,Cat,0.0,4,I will participate.,False,2018-06-12 20:39:48.797068+00:00
jpcl8cn1,2,94,1,clique,False,1dlnipgo,Bat,0.0,1,False,1dlnipgo,Bat,0.0,1,I will participate.,False,2018-06-12 20:39:56.567276+00:00
jpcl8cn1,2,95,2,star,False,1479ugjp,Lizard,0.0,5,False,767s9ot5,Tiger,0.0,1,I will participate.,False,2018-06-12 20:40:18.254653+00:00
jpcl8cn1,2,95,2,star,False,1nfescfr,Horse,0.0,4,False,767s9ot5,Tiger,0.0,1,I will participate.,False,2018-06-12 20:40:18.536506+00:00
jpcl8cn1,2,95,2,star,False,767s9ot5,Tiger,0.0,1,False,1nfescfr,Horse,0.0,4,I will participate.,False,2018-06-12 20:40:20.707099+00:00
jpcl8cn1,2,95,2,star,False,767s9ot5,Tiger,0.0,1,False,1479ugjp,Lizard,0.0,5,I will participate.,False,2018-06-12 20:40:20.707962+00:00
jpcl8cn1,2,95,2,star,False,767s9ot5,Tiger,0.0,1,False,o0gzheia,Monkey,0.0,3,I will participate.,False,2018-06-12 20:40:20.756751+00:00
jpcl8cn1,2,95,2,star,False,767s9ot5,Tiger,0.0,1,False,pbtg7vof,Deer,0.0,2,I will participate.,False,2018-06-12 20:40:20.856230+00:00
jpcl8cn1,2,95,2,star,False,pbtg7vof,Deer,0.0,2,False,767s9ot5,Tiger,0.0,1,I will participate.,False,2018-06-12 20:40:25.294022+00:00
jpcl8cn1,2,95,2,star,False,o0gzheia,Monkey,0.0,3,False,767s9ot5,Tiger,0.0,1,I will participate.,False,2018-06-12 20:40:26.027623+00:00
jpcl8cn1,3,97,1,clique,False,2wa759fz,Bull,1.0,4,False,ptoeag06,Seal,1.0,5,I will not participate.,False,2018-06-12 20:40:28.642809+00:00
jpcl8cn1,3,97,1,clique,False,2wa759fz,Bull,1.0,4,False,yslm5tlc,Dog,1.0,3,I will not participate.,False,2018-06-12 20:40:28.658237+00:00
jpcl8cn1,3,97,1,clique,False,2wa759fz,Bull,1.0,4,False,1dlnipgo,Chicken,0.0,1,I will not participate.,False,2018-06-12 20:40:28.709087+00:00
jpcl8cn1,3,97,1,clique,False,2wa759fz,Bull,1.0,4,False,2lc64dhq,Koala,1.0,2,I will not participate.,False,2018-06-12 20:40:28.727763+00:00
jpcl8cn1,2,95,2,star,False,pbtg7vof,Deer,0.0,2,False,pbtg7vof,Deer,0.0,2,I will participate.,False,2018-06-12 20:40:30.708570+00:00
jpcl8cn1,3,97,1,clique,False,1dlnipgo,Chicken,0.0,1,False,1dlnipgo,Chicken,0.0,1,I will participate.,False,2018-06-12 20:40:32.979469+00:00
jpcl8cn1,3,97,1,clique,False,2lc64dhq,Koala,1.0,2,False,ptoeag06,Seal,1.0,5,I will participate.,False,2018-06-12 20:40:34.659005+00:00
jpcl8cn1,3,97,1,clique,False,2lc64dhq,Koala,1.0,2,False,2wa759fz,Bull,1.0,4,I will participate.,False,2018-06-12 20:40:34.670720+00:00
jpcl8cn1,3,97,1,clique,False,2lc64dhq,Koala,1.0,2,False,yslm5tlc,Dog,1.0,3,I will participate.,False,2018-06-12 20:40:34.687560+00:00
jpcl8cn1,3,97,1,clique,False,2lc64dhq,Koala,1.0,2,False,1dlnipgo,Chicken,0.0,1,I will participate.,False,2018-06-12 20:40:34.748567+00:00
jpcl8cn1,3,97,1,clique,False,ptoeag06,Seal,1.0,5,False,2wa759fz,Bull,1.0,4,I will participate.,False,2018-06-12 20:40:38.837361+00:00
jpcl8cn1,3,97,1,clique,False,ptoeag06,Seal,1.0,5,False,yslm5tlc,Dog,1.0,3,I will participate.,False,2018-06-12 20:40:38.863935+00:00
jpcl8cn1,3,97,1,clique,False,ptoeag06,Seal,1.0,5,False,2lc64dhq,Koala,1.0,2,I will participate.,False,2018-06-12 20:40:38.877100+00:00
jpcl8cn1,3,97,1,clique,False,ptoeag06,Seal,1.0,5,False,1dlnipgo,Chicken,0.0,1,I will participate.,False,2018-06-12 20:40:38.920222+00:00
jpcl8cn1,3,99,3,circle,False,v9z5fy71,Wolf,1.0,4,False,5ddhgnbn,Rat,1.0,5,I will participate.,False,2018-06-12 20:40:43.328976+00:00
jpcl8cn1,3,99,3,circle,False,v9z5fy71,Wolf,1.0,4,False,kmyedicj,Swan,1.0,3,I will participate.,False,2018-06-12 20:40:43.340903+00:00
jpcl8cn1,3,99,3,circle,False,v9z5fy71,Wolf,1.0,4,False,v9z5fy71,Wolf,1.0,4,I will participate.,False,2018-06-12 20:40:47.891387+00:00
jpcl8cn1,3,99,3,circle,False,kmyedicj,Swan,1.0,3,False,tu1ap3cf,Bear,1.0,2,I will participate.,False,2018-06-12 20:40:51.439195+00:00
jpcl8cn1,3,99,3,circle,False,kmyedicj,Swan,1.0,3,False,v9z5fy71,Wolf,1.0,4,I will participate.,False,2018-06-12 20:40:51.439832+00:00
jpcl8cn1,3,99,3,circle,False,tu1ap3cf,Bear,1.0,2,False,bmo682yv,Cat,0.0,1,I will participate.,False,2018-06-12 20:40:59.126840+00:00
jpcl8cn1,3,99,3,circle,False,kmyedicj,Swan,1.0,3,False,kmyedicj,Swan,1.0,3,I will participate.,False,2018-06-12 20:41:07.188551+00:00
jpcl8cn1,3,97,1,clique,False,yslm5tlc,Dog,1.0,3,False,ptoeag06,Seal,1.0,5,I will participate.,False,2018-06-12 20:41:08.412746+00:00
jpcl8cn1,3,97,1,clique,False,yslm5tlc,Dog,1.0,3,False,2wa759fz,Bull,1.0,4,I will participate.,False,2018-06-12 20:41:08.413736+00:00
jpcl8cn1,3,97,1,clique,False,yslm5tlc,Dog,1.0,3,False,2lc64dhq,Koala,1.0,2,I will participate.,False,2018-06-12 20:41:08.425275+00:00
jpcl8cn1,3,97,1,clique,False,yslm5tlc,Dog,1.0,3,False,1dlnipgo,Chicken,0.0,1,I will participate.,False,2018-06-12 20:41:08.490868+00:00
jpcl8cn1,3,99,3,circle,False,5ddhgnbn,Rat,1.0,5,False,bmo682yv,Cat,0.0,1,I will not participate.,False,2018-06-12 20:41:19.748406+00:00
jpcl8cn1,3,99,3,circle,False,5ddhgnbn,Rat,1.0,5,False,v9z5fy71,Wolf,1.0,4,I will not participate.,False,2018-06-12 20:41:19.762995+00:00
jpcl8cn1,3,98,2,star,False,1nfescfr,Gorilla,1.0,4,False,767s9ot5,Dolphin,0.0,1,I will participate.,False,2018-06-12 20:41:34.175377+00:00
jpcl8cn1,3,98,2,star,False,767s9ot5,Dolphin,0.0,1,False,1479ugjp,Hippo,1.0,5,I will participate.,False,2018-06-12 20:41:36.106056+00:00
jpcl8cn1,3,98,2,star,False,767s9ot5,Dolphin,0.0,1,False,1nfescfr,Gorilla,1.0,4,I will participate.,False,2018-06-12 20:41:36.130297+00:00
jpcl8cn1,3,98,2,star,False,767s9ot5,Dolphin,0.0,1,False,o0gzheia,Snail,1.0,3,I will participate.,False,2018-06-12 20:41:36.131778+00:00
jpcl8cn1,3,98,2,star,False,767s9ot5,Dolphin,0.0,1,False,pbtg7vof,Deer,1.0,2,I will participate.,False,2018-06-12 20:41:36.197235+00:00
jpcl8cn1,3,98,2,star,False,pbtg7vof,Deer,1.0,2,False,767s9ot5,Dolphin,0.0,1,I will participate.,False,2018-06-12 20:41:42.253449+00:00
jpcl8cn1,3,98,2,star,False,o0gzheia,Snail,1.0,3,False,767s9ot5,Dolphin,0.0,1,I will not participate.,False,2018-06-12 20:41:44.863024+00:00
jpcl8cn1,3,98,2,star,False,1479ugjp,Hippo,1.0,5,False,767s9ot5,Dolphin,0.0,1,I will not participate.,False,2018-06-12 20:41:47.706199+00:00
jpcl8cn1,3,98,2,star,False,pbtg7vof,Deer,1.0,2,False,pbtg7vof,Deer,1.0,2,I will participate.,False,2018-06-12 20:41:48.079245+00:00
jpcl8cn1,4,100,1,clique,False,2wa759fz,Lobster,1.0,4,False,ptoeag06,Seal,1.0,5,I will not participate.,False,2018-06-12 20:41:51.347750+00:00
jpcl8cn1,4,100,1,clique,False,2wa759fz,Lobster,1.0,4,False,yslm5tlc,Crab,0.0,3,I will not participate.,False,2018-06-12 20:41:51.392926+00:00
jpcl8cn1,4,100,1,clique,False,2wa759fz,Lobster,1.0,4,False,2lc64dhq,Lion,1.0,2,I will not participate.,False,2018-06-12 20:41:51.410500+00:00
jpcl8cn1,4,100,1,clique,False,2wa759fz,Lobster,1.0,4,False,1dlnipgo,Squirrel,0.0,1,I will not participate.,False,2018-06-12 20:41:51.431893+00:00
jpcl8cn1,4,100,1,clique,False,1dlnipgo,Squirrel,0.0,1,False,1dlnipgo,Squirrel,0.0,1,I will not participate.,False,2018-06-12 20:41:52.121880+00:00
jpcl8cn1,3,99,3,circle,False,bmo682yv,Cat,0.0,1,False,tu1ap3cf,Bear,1.0,2,I will not participate.,False,2018-06-12 20:41:52.790143+00:00
jpcl8cn1,4,100,1,clique,False,ptoeag06,Seal,1.0,5,False,2wa759fz,Lobster,1.0,4,I will participate.,False,2018-06-12 20:41:58.085749+00:00
jpcl8cn1,4,100,1,clique,False,2lc64dhq,Lion,1.0,2,False,ptoeag06,Seal,1.0,5,I will participate.,False,2018-06-12 20:42:00.051567+00:00
jpcl8cn1,4,100,1,clique,False,2lc64dhq,Lion,1.0,2,False,2wa759fz,Lobster,1.0,4,I will participate.,False,2018-06-12 20:42:00.076549+00:00
jpcl8cn1,4,100,1,clique,False,2lc64dhq,Lion,1.0,2,False,yslm5tlc,Crab,0.0,3,I will participate.,False,2018-06-12 20:42:00.100097+00:00
jpcl8cn1,4,100,1,clique,False,2lc64dhq,Lion,1.0,2,False,1dlnipgo,Squirrel,0.0,1,I will participate.,False,2018-06-12 20:42:00.135883+00:00
jpcl8cn1,4,100,1,clique,False,yslm5tlc,Crab,0.0,3,False,ptoeag06,Seal,1.0,5,I will participate.,False,2018-06-12 20:42:03.545906+00:00
jpcl8cn1,4,100,1,clique,False,yslm5tlc,Crab,0.0,3,False,2wa759fz,Lobster,1.0,4,I will participate.,False,2018-06-12 20:42:03.546833+00:00
jpcl8cn1,4,100,1,clique,False,yslm5tlc,Crab,0.0,3,False,2lc64dhq,Lion,1.0,2,I will participate.,False,2018-06-12 20:42:03.608148+00:00
jpcl8cn1,4,100,1,clique,False,yslm5tlc,Crab,0.0,3,False,1dlnipgo,Squirrel,0.0,1,I will participate.,False,2018-06-12 20:42:03.613114+00:00
jpcl8cn1,4,100,1,clique,False,ptoeag06,Seal,1.0,5,False,2lc64dhq,Lion,1.0,2,I will participate.,False,2018-06-12 20:42:05.455645+00:00
jpcl8cn1,3,99,3,circle,False,bmo682yv,Cat,0.0,1,False,5ddhgnbn,Rat,1.0,5,I will participate.,False,2018-06-12 20:42:08.883692+00:00
jpcl8cn1,4,100,1,clique,False,ptoeag06,Seal,1.0,5,False,yslm5tlc,Crab,0.0,3,I will not participate.,False,2018-06-12 20:42:10.343637+00:00
jpcl8cn1,4,100,1,clique,False,ptoeag06,Seal,1.0,5,False,1dlnipgo,Squirrel,0.0,1,I will not participate.,False,2018-06-12 20:42:15.950266+00:00
jpcl8cn1,4,101,2,star,False,1nfescfr,Snail,1.0,4,False,767s9ot5,Tiger,0.0,1,I will participate.,False,2018-06-12 20:42:50.176332+00:00
jpcl8cn1,4,101,2,star,False,pbtg7vof,Frog,1.0,2,False,767s9ot5,Tiger,0.0,1,I will participate.,False,2018-06-12 20:42:50.398101+00:00
jpcl8cn1,4,101,2,star,False,767s9ot5,Tiger,0.0,1,False,1479ugjp,Horse,1.0,5,I will participate.,False,2018-06-12 20:42:51.975542+00:00
jpcl8cn1,4,101,2,star,False,767s9ot5,Tiger,0.0,1,False,1nfescfr,Snail,1.0,4,I will participate.,False,2018-06-12 20:42:52.050700+00:00
jpcl8cn1,4,101,2,star,False,767s9ot5,Tiger,0.0,1,False,o0gzheia,Pig,0.0,3,I will participate.,False,2018-06-12 20:42:52.236972+00:00
jpcl8cn1,4,101,2,star,False,767s9ot5,Tiger,0.0,1,False,pbtg7vof,Frog,1.0,2,I will participate.,False,2018-06-12 20:42:52.288090+00:00
jpcl8cn1,4,101,2,star,False,o0gzheia,Pig,0.0,3,False,767s9ot5,Tiger,0.0,1,I will participate.,False,2018-06-12 20:42:54.130441+00:00
jpcl8cn1,4,101,2,star,False,1479ugjp,Horse,1.0,5,False,767s9ot5,Tiger,0.0,1,I will participate.,False,2018-06-12 20:42:55.963400+00:00
jpcl8cn1,4,102,3,circle,False,5ddhgnbn,Octopus,1.0,5,False,bmo682yv,Eagle,0.0,1,I will participate.,False,2018-06-12 20:43:00.924684+00:00
jpcl8cn1,4,102,3,circle,False,5ddhgnbn,Octopus,1.0,5,False,v9z5fy71,Sheep,1.0,4,I will participate.,False,2018-06-12 20:43:00.977652+00:00
jpcl8cn1,4,102,3,circle,False,v9z5fy71,Sheep,1.0,4,False,kmyedicj,Wolf,0.0,3,I will participate.,False,2018-06-12 20:43:01.373398+00:00
jpcl8cn1,4,102,3,circle,False,v9z5fy71,Sheep,1.0,4,False,5ddhgnbn,Octopus,1.0,5,I will participate.,False,2018-06-12 20:43:01.395140+00:00
jpcl8cn1,4,102,3,circle,False,v9z5fy71,Sheep,1.0,4,False,v9z5fy71,Sheep,1.0,4,I will participate.,False,2018-06-12 20:43:05.249035+00:00
jpcl8cn1,4,102,3,circle,False,tu1ap3cf,Lizard,1.0,2,False,kmyedicj,Wolf,0.0,3,I will participate.,False,2018-06-12 20:43:08.173790+00:00
jpcl8cn1,4,102,3,circle,False,tu1ap3cf,Lizard,1.0,2,False,bmo682yv,Eagle,0.0,1,I will participate.,False,2018-06-12 20:43:08.188591+00:00
jpcl8cn1,4,102,3,circle,False,kmyedicj,Wolf,0.0,3,False,tu1ap3cf,Lizard,1.0,2,I will participate.,False,2018-06-12 20:43:11.611913+00:00
jpcl8cn1,4,102,3,circle,False,kmyedicj,Wolf,0.0,3,False,v9z5fy71,Sheep,1.0,4,I will participate.,False,2018-06-12 20:43:11.614622+00:00
jpcl8cn1,5,103,1,clique,False,2wa759fz,Rat,0.0,4,False,ptoeag06,Sheep,0.0,5,I will not participate.,False,2018-06-12 20:43:13.234802+00:00
jpcl8cn1,5,103,1,clique,False,2wa759fz,Rat,0.0,4,False,yslm5tlc,Goat,1.0,3,I will not participate.,False,2018-06-12 20:43:13.235552+00:00
jpcl8cn1,5,103,1,clique,False,2wa759fz,Rat,0.0,4,False,2lc64dhq,Crab,0.0,2,I will not participate.,False,2018-06-12 20:43:13.273969+00:00
jpcl8cn1,5,103,1,clique,False,2wa759fz,Rat,0.0,4,False,1dlnipgo,Swan,1.0,1,I will not participate.,False,2018-06-12 20:43:13.305705+00:00
jpcl8cn1,4,102,3,circle,False,kmyedicj,Wolf,0.0,3,False,kmyedicj,Wolf,0.0,3,I will participate.,True,2018-06-12 20:43:18.494176+00:00
jpcl8cn1,5,103,1,clique,False,2lc64dhq,Crab,0.0,2,False,ptoeag06,Sheep,0.0,5,I will participate.,False,2018-06-12 20:43:21.241499+00:00
jpcl8cn1,5,103,1,clique,False,2lc64dhq,Crab,0.0,2,False,yslm5tlc,Goat,1.0,3,I will participate.,False,2018-06-12 20:43:21.242249+00:00
