session__code,participant__code,participant_id,page,element,timestamp
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,recipient-dropdown,1523738846074.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,recipient-dropdown,1523738848638.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,recipient-dropdown,1523738861980.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,recipient-dropdown,1523738886081.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,recipient-dropdown,1523738895244.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,player-button635,1523738912988.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,player-button634,1523738915143.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,player-button635,1523738916603.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,recipient-dropdown,1523738919856.0
fcvnyldm,ujwtc5gi,43,/p/ujwtc5gi/practice/Discuss/13/-1,message-list-dropdown,1523738922402.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Discuss/13/-1,recipient-dropdown,1528833874454.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Discuss/13/-1,recipient-option-18,1528833874940.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Discuss/13/-1,message-list-dropdown,1528833875727.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Discuss/13/-1,message-option-0,1528833876179.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Discuss/13/-1,send-message-button,1528833876572.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Discuss/13/-1,btn-discuss-next,1528833877500.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Discuss/13/-1,btn-discuss-continue,1528833878798.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Decide/15/-1,id_participate_2,1528833881026.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/practice/Decide/15/-1,btn-decide-next,1528833882079.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/37/-1,recipient-dropdown,1528833891878.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/37/-1,recipient-option-234,1528833892378.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/37/-1,message-list-dropdown,1528833893066.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/37/-1,message-option-1,1528833893478.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/37/-1,send-message-button,1528833894040.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/37/-1,btn-discuss-next,1528833895736.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/37/-1,btn-discuss-continue,1528833897034.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Decide/39/-1,id_participate_2,1528833899613.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Decide/39/-1,btn-decide-next,1528833900917.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,recipient-dropdown,1528833905066.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,recipient-option-250,1528833905717.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,send-message-button,1528833906178.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,message-list-dropdown,1528833906993.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,message-option-0,1528833907297.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,send-message-button,1528833907747.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,recipient-dropdown,1528833909037.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,recipient-dropdown,1528833909728.0
5v1jnxek,q8zpel07,2,/p/q8zpel07/main/Discuss/44/-2,btn-discuss-next,1528833911104.0
