session.code,subsession__round_number,network_id,network_position,network_type,createdBy__bot,createdBy__code,createdBy__avatar,createdBy__threshold,createdBy__position,messageBox__node__bot,messageBox__code,messageBox__avatar,messageBox__threshold,messageBox__position,message,deleted,datetime
w96xgc75,3,1853,2,star,True,ywj5s808,Dolphin,0.0,1,True,BOT,Hippo,1.0,5,I will participate.,False,2018-07-02 22:37:27.996584+00:00
w96xgc75,3,1853,2,star,True,ywj5s808,Dolphin,0.0,1,True,BOT,Bull,1.0,4,I will participate.,False,2018-07-02 22:37:28.011493+00:00
w96xgc75,3,1853,2,star,True,ywj5s808,Dolphin,0.0,1,True,BOT,Bear,1.0,3,I will participate.,False,2018-07-02 22:37:28.024488+00:00
w96xgc75,3,1853,2,star,True,ywj5s808,Dolphin,0.0,1,True,BOT,Deer,1.0,2,I will participate.,False,2018-07-02 22:37:28.044179+00:00
w96xgc75,4,1856,2,star,True,ywj5s808,Tiger,0.0,1,True,BOT,Horse,1.0,5,I will participate.,False,2018-07-02 22:37:44.395064+00:00
w96xgc75,5,1859,2,star,True,ywj5s808,Koala,1.0,1,True,BOT,Lion,0.0,5,I will participate.,False,2018-07-02 22:37:57.005274+00:00
w96xgc75,5,1859,2,star,True,ywj5s808,Koala,1.0,1,True,BOT,Rat,0.0,4,I will participate.,False,2018-07-02 22:37:57.025750+00:00
w96xgc75,5,1859,2,star,True,ywj5s808,Koala,1.0,1,True,BOT,Deer,1.0,3,I will participate.,False,2018-07-02 22:37:57.032421+00:00
w96xgc75,5,1859,2,star,True,ywj5s808,Koala,1.0,1,True,BOT,Giraffe,0.0,2,I will participate.,False,2018-07-02 22:37:57.057487+00:00
w96xgc75,6,1862,2,circle,True,ywj5s808,Shark,0.0,1,True,BOT,Elephant,0.0,5,I will participate.,False,2018-07-02 22:38:12.606099+00:00
w96xgc75,7,1865,2,circle,True,ywj5s808,Cow,1.0,1,True,BOT,Tuna,1.0,5,I will participate.,False,2018-07-02 22:38:27.819767+00:00
w96xgc75,7,1865,2,circle,True,ywj5s808,Cow,1.0,1,True,BOT,Bull,1.0,2,I will participate.,False,2018-07-02 22:38:27.835263+00:00
ap78d4hn,1,2252,2,star,False,x5r7ui5b,Lizard,0.0,1,True,BOT,Bull,0.0,5,I will participate.,False,2018-07-03 14:21:51.172953+00:00
ap78d4hn,1,2252,2,star,False,x5r7ui5b,Lizard,0.0,1,True,BOT,Koala,0.0,4,I will participate.,False,2018-07-03 14:21:51.202832+00:00
ap78d4hn,1,2252,2,star,False,x5r7ui5b,Lizard,0.0,1,True,BOT,Snake,0.0,3,I will participate.,False,2018-07-03 14:21:51.212964+00:00
ap78d4hn,1,2252,2,star,False,x5r7ui5b,Lizard,0.0,1,True,BOT,Duck,0.0,2,I will participate.,False,2018-07-03 14:21:51.301618+00:00
ap78d4hn,2,2255,2,star,False,x5r7ui5b,Tiger,1.0,1,True,BOT,Lizard,1.0,5,I will participate.,False,2018-07-03 14:22:12.633348+00:00
ap78d4hn,2,2255,2,star,False,x5r7ui5b,Tiger,1.0,1,True,BOT,Horse,1.0,4,I will participate.,False,2018-07-03 14:22:12.661107+00:00
ap78d4hn,2,2255,2,star,False,x5r7ui5b,Tiger,1.0,1,True,BOT,Monkey,1.0,3,I will participate.,False,2018-07-03 14:22:12.665352+00:00
ap78d4hn,2,2255,2,star,False,x5r7ui5b,Tiger,1.0,1,True,BOT,Deer,1.0,2,I will participate.,False,2018-07-03 14:22:12.720640+00:00
ap78d4hn,3,2258,2,star,False,x5r7ui5b,Dolphin,0.0,1,True,BOT,Hippo,1.0,5,I will participate.,False,2018-07-03 14:22:29.152375+00:00
ap78d4hn,3,2258,2,star,False,x5r7ui5b,Dolphin,0.0,1,True,BOT,Gorilla,1.0,4,I will participate.,False,2018-07-03 14:22:29.165417+00:00
ap78d4hn,3,2258,2,star,False,x5r7ui5b,Dolphin,0.0,1,True,BOT,Snail,1.0,3,I will participate.,False,2018-07-03 14:22:29.185048+00:00
ap78d4hn,3,2258,2,star,False,x5r7ui5b,Dolphin,0.0,1,True,BOT,Deer,1.0,2,I will participate.,False,2018-07-03 14:22:29.205719+00:00
ap78d4hn,4,2261,2,star,False,x5r7ui5b,Tiger,0.0,1,True,BOT,Horse,1.0,5,I will participate.,False,2018-07-03 14:22:54.783744+00:00
ap78d4hn,4,2261,2,star,False,x5r7ui5b,Tiger,0.0,1,True,BOT,Snail,1.0,4,I will participate.,False,2018-07-03 14:22:54.801869+00:00
ap78d4hn,4,2261,2,star,False,x5r7ui5b,Tiger,0.0,1,True,BOT,Pig,0.0,3,I will participate.,False,2018-07-03 14:22:54.809194+00:00
ap78d4hn,4,2261,2,star,False,x5r7ui5b,Tiger,0.0,1,True,BOT,Frog,1.0,2,I will participate.,False,2018-07-03 14:22:54.921481+00:00
ap78d4hn,5,2264,2,star,False,x5r7ui5b,Koala,1.0,1,True,BOT,Lion,0.0,5,I will participate.,False,2018-07-03 14:23:10.263026+00:00
ap78d4hn,5,2264,2,star,False,x5r7ui5b,Koala,1.0,1,True,BOT,Owl,0.0,4,I will participate.,False,2018-07-03 14:23:10.263952+00:00
ap78d4hn,5,2264,2,star,False,x5r7ui5b,Koala,1.0,1,True,BOT,Frog,1.0,3,I will participate.,False,2018-07-03 14:23:10.275789+00:00
ap78d4hn,5,2264,2,star,False,x5r7ui5b,Koala,1.0,1,True,BOT,Giraffe,0.0,2,I will participate.,False,2018-07-03 14:23:10.316487+00:00
sbapu1fb,1,2522,2,star,False,70mjuvmi,Lizard,1.0,1,True,BOT,Bull,1.0,5,I will participate.,False,2018-07-03 14:42:18.525330+00:00
sbapu1fb,1,2522,2,star,False,70mjuvmi,Lizard,1.0,1,True,BOT,Koala,1.0,4,I will participate.,False,2018-07-03 14:42:18.527802+00:00
sbapu1fb,1,2522,2,star,False,70mjuvmi,Lizard,1.0,1,True,BOT,Snake,1.0,3,I will participate.,False,2018-07-03 14:42:18.542678+00:00
sbapu1fb,1,2522,2,star,False,70mjuvmi,Lizard,1.0,1,True,BOT,Duck,1.0,2,I will participate.,False,2018-07-03 14:42:18.579554+00:00
z43snr62,1,3466,1,clique,False,wvpm9bg8,Bear,0.0,3,True,BOT,Snail,0.0,4,I will participate.,False,2018-07-09 20:13:36.521354+00:00
z43snr62,1,3466,1,clique,False,wvpm9bg8,Bear,0.0,3,True,BOT,Koala,0.0,5,I will participate.,False,2018-07-09 20:13:36.522370+00:00
z43snr62,1,3466,1,clique,False,wvpm9bg8,Bear,0.0,3,False,3fcktqw6,Lion,0.0,2,I will participate.,False,2018-07-09 20:13:36.536709+00:00
z43snr62,1,3466,1,clique,False,wvpm9bg8,Bear,0.0,3,False,vlzcf74o,Chicken,0.0,1,I will participate.,False,2018-07-09 20:13:36.573312+00:00
z43snr62,1,3466,1,clique,False,3fcktqw6,Lion,0.0,2,True,BOT,Koala,0.0,5,I will participate.,False,2018-07-09 20:13:38.958408+00:00
z43snr62,1,3466,1,clique,False,3fcktqw6,Lion,0.0,2,True,BOT,Snail,0.0,4,I will participate.,False,2018-07-09 20:13:38.959267+00:00
z43snr62,1,3466,1,clique,False,3fcktqw6,Lion,0.0,2,False,wvpm9bg8,Bear,0.0,3,I will participate.,False,2018-07-09 20:13:38.978013+00:00
z43snr62,1,3466,1,clique,False,3fcktqw6,Lion,0.0,2,False,vlzcf74o,Chicken,0.0,1,I will participate.,False,2018-07-09 20:13:39.036387+00:00
z43snr62,1,3466,1,clique,False,vlzcf74o,Chicken,0.0,1,True,BOT,Snail,0.0,4,I will participate.,False,2018-07-09 20:13:44.986892+00:00
z43snr62,1,3466,1,clique,False,vlzcf74o,Chicken,0.0,1,True,BOT,Koala,0.0,5,I will participate.,False,2018-07-09 20:13:44.987684+00:00
z43snr62,1,3466,1,clique,False,vlzcf74o,Chicken,0.0,1,False,wvpm9bg8,Bear,0.0,3,I will participate.,False,2018-07-09 20:13:45.007665+00:00
z43snr62,1,3466,1,clique,False,vlzcf74o,Chicken,0.0,1,False,3fcktqw6,Lion,0.0,2,I will participate.,False,2018-07-09 20:13:45.065207+00:00
z43snr62,2,3469,1,clique,False,vlzcf74o,Bear,1.0,1,True,BOT,Horse,1.0,5,I will participate.,False,2018-07-09 20:14:05.333032+00:00
z43snr62,2,3469,1,clique,False,vlzcf74o,Bear,1.0,1,True,BOT,Hippo,1.0,4,I will participate.,False,2018-07-09 20:14:05.360066+00:00
z43snr62,2,3469,1,clique,False,vlzcf74o,Bear,1.0,1,False,wvpm9bg8,Owl,1.0,3,I will participate.,False,2018-07-09 20:14:05.394268+00:00
z43snr62,2,3469,1,clique,False,vlzcf74o,Bear,1.0,1,False,3fcktqw6,Bat,1.0,2,I will participate.,False,2018-07-09 20:14:05.401574+00:00
z43snr62,2,3469,1,clique,False,3fcktqw6,Bat,1.0,2,True,BOT,Hippo,1.0,4,I will participate.,False,2018-07-09 20:14:07.676261+00:00
z43snr62,2,3469,1,clique,False,3fcktqw6,Bat,1.0,2,True,BOT,Horse,1.0,5,I will participate.,False,2018-07-09 20:14:07.677195+00:00
z43snr62,2,3469,1,clique,False,3fcktqw6,Bat,1.0,2,False,wvpm9bg8,Owl,1.0,3,I will participate.,False,2018-07-09 20:14:07.689016+00:00
z43snr62,2,3469,1,clique,False,3fcktqw6,Bat,1.0,2,False,vlzcf74o,Bear,1.0,1,I will participate.,False,2018-07-09 20:14:07.730770+00:00
z43snr62,2,3469,1,clique,False,wvpm9bg8,Owl,1.0,3,True,BOT,Horse,1.0,5,I will participate.,False,2018-07-09 20:14:08.761968+00:00
z43snr62,2,3469,1,clique,False,wvpm9bg8,Owl,1.0,3,True,BOT,Hippo,1.0,4,I will participate.,False,2018-07-09 20:14:08.784331+00:00
z43snr62,2,3469,1,clique,False,wvpm9bg8,Owl,1.0,3,False,3fcktqw6,Bat,1.0,2,I will participate.,False,2018-07-09 20:14:08.786024+00:00
z43snr62,2,3469,1,clique,False,wvpm9bg8,Owl,1.0,3,False,vlzcf74o,Bear,1.0,1,I will participate.,False,2018-07-09 20:14:08.818727+00:00
z43snr62,1,3468,3,circle,False,xpv7g0uf,Snake,0.0,2,False,tqwf9rbq,Wolf,0.0,3,I will participate.,False,2018-07-09 20:14:42.893832+00:00
z43snr62,1,3468,3,circle,False,xpv7g0uf,Snake,0.0,2,False,lkin6jnc,Cow,0.0,1,I will participate.,False,2018-07-09 20:14:42.900433+00:00
z43snr62,1,3468,3,circle,False,tqwf9rbq,Wolf,0.0,3,False,xpv7g0uf,Snake,0.0,2,I will participate.,False,2018-07-09 20:14:55.563550+00:00
z43snr62,3,3472,1,clique,False,3fcktqw6,Chicken,1.0,2,True,BOT,Wolf,1.0,4,I will participate.,False,2018-07-09 20:14:57.782269+00:00
z43snr62,3,3472,1,clique,False,3fcktqw6,Chicken,1.0,2,True,BOT,Gorilla,1.0,5,I will participate.,False,2018-07-09 20:14:57.783062+00:00
z43snr62,3,3472,1,clique,False,3fcktqw6,Chicken,1.0,2,False,wvpm9bg8,Dog,1.0,3,I will participate.,False,2018-07-09 20:14:57.852046+00:00
z43snr62,3,3472,1,clique,False,3fcktqw6,Chicken,1.0,2,False,vlzcf74o,Cat,0.0,1,I will participate.,False,2018-07-09 20:14:57.852740+00:00
z43snr62,3,3472,1,clique,False,wvpm9bg8,Dog,1.0,3,True,BOT,Gorilla,1.0,5,I will participate.,False,2018-07-09 20:14:58.223922+00:00
z43snr62,3,3472,1,clique,False,wvpm9bg8,Dog,1.0,3,True,BOT,Wolf,1.0,4,I will participate.,False,2018-07-09 20:14:58.232566+00:00
z43snr62,3,3472,1,clique,False,wvpm9bg8,Dog,1.0,3,False,3fcktqw6,Chicken,1.0,2,I will participate.,False,2018-07-09 20:14:58.235404+00:00
z43snr62,3,3472,1,clique,False,wvpm9bg8,Dog,1.0,3,False,vlzcf74o,Cat,0.0,1,I will participate.,False,2018-07-09 20:14:58.273638+00:00
z43snr62,3,3472,1,clique,False,vlzcf74o,Cat,0.0,1,True,BOT,Gorilla,1.0,5,I will not participate.,False,2018-07-09 20:14:58.305925+00:00
z43snr62,3,3472,1,clique,False,vlzcf74o,Cat,0.0,1,True,BOT,Wolf,1.0,4,I will not participate.,False,2018-07-09 20:14:58.306986+00:00
z43snr62,3,3472,1,clique,False,vlzcf74o,Cat,0.0,1,False,wvpm9bg8,Dog,1.0,3,I will not participate.,False,2018-07-09 20:14:58.352187+00:00
z43snr62,3,3472,1,clique,False,vlzcf74o,Cat,0.0,1,False,3fcktqw6,Chicken,1.0,2,I will not participate.,False,2018-07-09 20:14:58.370504+00:00
z43snr62,4,3475,1,clique,False,3fcktqw6,Squirrel,1.0,2,True,BOT,Snail,1.0,5,I will not participate.,False,2018-07-09 20:16:02.549139+00:00
z43snr62,4,3475,1,clique,False,3fcktqw6,Squirrel,1.0,2,True,BOT,Sheep,1.0,4,I will not participate.,False,2018-07-09 20:16:02.560997+00:00
z43snr62,4,3475,1,clique,False,3fcktqw6,Squirrel,1.0,2,False,wvpm9bg8,Crab,0.0,3,I will not participate.,False,2018-07-09 20:16:02.574084+00:00
z43snr62,4,3475,1,clique,False,3fcktqw6,Squirrel,1.0,2,False,vlzcf74o,Eagle,0.0,1,I will not participate.,False,2018-07-09 20:16:02.618041+00:00
z43snr62,4,3475,1,clique,False,vlzcf74o,Eagle,0.0,1,True,BOT,Snail,1.0,5,I will participate.,False,2018-07-09 20:16:04.169761+00:00
z43snr62,4,3475,1,clique,False,vlzcf74o,Eagle,0.0,1,True,BOT,Sheep,1.0,4,I will participate.,False,2018-07-09 20:16:04.170640+00:00
z43snr62,4,3475,1,clique,False,vlzcf74o,Eagle,0.0,1,False,wvpm9bg8,Crab,0.0,3,I will participate.,False,2018-07-09 20:16:04.171521+00:00
z43snr62,4,3475,1,clique,False,vlzcf74o,Eagle,0.0,1,False,3fcktqw6,Squirrel,1.0,2,I will participate.,False,2018-07-09 20:16:04.277344+00:00
z43snr62,4,3475,1,clique,False,wvpm9bg8,Crab,0.0,3,True,BOT,Snail,1.0,5,I will participate.,False,2018-07-09 20:16:05.128636+00:00
z43snr62,4,3475,1,clique,False,wvpm9bg8,Crab,0.0,3,True,BOT,Sheep,1.0,4,I will participate.,False,2018-07-09 20:16:05.149770+00:00
z43snr62,4,3475,1,clique,False,wvpm9bg8,Crab,0.0,3,False,3fcktqw6,Squirrel,1.0,2,I will participate.,False,2018-07-09 20:16:05.159145+00:00
z43snr62,4,3475,1,clique,False,wvpm9bg8,Crab,0.0,3,False,vlzcf74o,Eagle,0.0,1,I will participate.,False,2018-07-09 20:16:05.203776+00:00
z43snr62,5,3478,1,clique,False,wvpm9bg8,Goat,1.0,3,True,BOT,Owl,0.0,5,I will participate.,False,2018-07-09 20:16:38.440738+00:00
z43snr62,5,3478,1,clique,False,wvpm9bg8,Goat,1.0,3,True,BOT,Snake,0.0,4,I will participate.,False,2018-07-09 20:16:38.452110+00:00
z43snr62,5,3478,1,clique,False,wvpm9bg8,Goat,1.0,3,False,3fcktqw6,Swan,0.0,2,I will participate.,False,2018-07-09 20:16:38.457386+00:00
z43snr62,5,3478,1,clique,False,wvpm9bg8,Goat,1.0,3,False,vlzcf74o,Fish,1.0,1,I will participate.,False,2018-07-09 20:16:38.495500+00:00
z43snr62,5,3478,1,clique,False,3fcktqw6,Swan,0.0,2,True,BOT,Snake,0.0,4,I will not participate.,False,2018-07-09 20:16:42.260704+00:00
z43snr62,5,3478,1,clique,False,vlzcf74o,Fish,1.0,1,True,BOT,Owl,0.0,5,I will participate.,False,2018-07-09 20:16:45.484403+00:00
z43snr62,5,3478,1,clique,False,vlzcf74o,Fish,1.0,1,True,BOT,Snake,0.0,4,I will participate.,False,2018-07-09 20:16:45.496600+00:00
z43snr62,5,3478,1,clique,False,vlzcf74o,Fish,1.0,1,False,wvpm9bg8,Goat,1.0,3,I will participate.,False,2018-07-09 20:16:45.508988+00:00
z43snr62,5,3478,1,clique,False,vlzcf74o,Fish,1.0,1,False,3fcktqw6,Swan,0.0,2,I will participate.,False,2018-07-09 20:16:45.540764+00:00
z43snr62,1,3467,2,star,False,6jsjpyoi,Lizard,0.0,1,True,BOT,Bull,0.0,5,I will participate.,False,2018-07-09 20:16:48.964413+00:00
z43snr62,1,3467,2,star,False,6jsjpyoi,Lizard,0.0,1,False,8wrmo22d,Octopus,0.0,4,I will participate.,False,2018-07-09 20:16:49.029104+00:00
z43snr62,1,3467,2,star,False,6jsjpyoi,Lizard,0.0,1,False,sao8hami,Rhino,0.0,3,I will participate.,False,2018-07-09 20:16:49.029772+00:00
z43snr62,1,3467,2,star,False,6jsjpyoi,Lizard,0.0,1,False,4kucwbi8,Duck,0.0,2,I will participate.,False,2018-07-09 20:16:49.046874+00:00
z43snr62,1,3467,2,star,False,sao8hami,Rhino,0.0,3,False,6jsjpyoi,Lizard,0.0,1,I will participate.,False,2018-07-09 20:17:01.184599+00:00
z43snr62,1,3467,2,star,False,8wrmo22d,Octopus,0.0,4,False,6jsjpyoi,Lizard,0.0,1,I will participate.,False,2018-07-09 20:17:01.591005+00:00
z43snr62,6,3481,1,star,False,vlzcf74o,Pig,0.0,1,True,BOT,Frog,0.0,5,I will participate.,False,2018-07-09 20:17:08.279115+00:00
z43snr62,6,3481,1,star,False,vlzcf74o,Pig,0.0,1,True,BOT,Whale,0.0,4,I will participate.,False,2018-07-09 20:17:08.290347+00:00
z43snr62,6,3481,1,star,False,vlzcf74o,Pig,0.0,1,False,wvpm9bg8,Raccoon,0.0,3,I will participate.,False,2018-07-09 20:17:08.307310+00:00
z43snr62,6,3481,1,star,False,vlzcf74o,Pig,0.0,1,False,3fcktqw6,Tiger,0.0,2,I will participate.,False,2018-07-09 20:17:08.338225+00:00
z43snr62,6,3481,1,star,False,3fcktqw6,Tiger,0.0,2,False,vlzcf74o,Pig,0.0,1,I will participate.,False,2018-07-09 20:17:09.076825+00:00
z43snr62,6,3481,1,star,False,wvpm9bg8,Raccoon,0.0,3,False,vlzcf74o,Pig,0.0,1,I will participate.,False,2018-07-09 20:17:13.610018+00:00
z43snr62,1,3468,3,circle,False,lkin6jnc,Cow,0.0,1,True,BOT,Rabbit,0.0,5,I will participate.,False,2018-07-09 20:17:36.863165+00:00
z43snr62,1,3468,3,circle,False,lkin6jnc,Cow,0.0,1,False,xpv7g0uf,Snake,0.0,2,I will participate.,False,2018-07-09 20:17:36.884612+00:00
z43snr62,7,3484,1,star,False,vlzcf74o,Chicken,1.0,1,True,BOT,Eagle,1.0,5,I will participate.,False,2018-07-09 20:17:38.405857+00:00
z43snr62,7,3484,1,star,False,vlzcf74o,Chicken,1.0,1,True,BOT,Crocodile,1.0,4,I will participate.,False,2018-07-09 20:17:38.416872+00:00
z43snr62,7,3484,1,star,False,vlzcf74o,Chicken,1.0,1,False,wvpm9bg8,Dolphin,1.0,3,I will participate.,False,2018-07-09 20:17:38.435225+00:00
z43snr62,7,3484,1,star,False,vlzcf74o,Chicken,1.0,1,False,3fcktqw6,Tiger,1.0,2,I will participate.,False,2018-07-09 20:17:38.465440+00:00
z43snr62,7,3484,1,star,False,3fcktqw6,Tiger,1.0,2,False,vlzcf74o,Chicken,1.0,1,I will participate.,False,2018-07-09 20:17:45.862395+00:00
z43snr62,7,3484,1,star,False,wvpm9bg8,Dolphin,1.0,3,False,vlzcf74o,Chicken,1.0,1,I will participate.,False,2018-07-09 20:17:46.752014+00:00
z43snr62,2,3471,3,circle,False,xpv7g0uf,Monkey,1.0,2,False,tqwf9rbq,Tuna,1.0,3,I will participate.,False,2018-07-09 20:18:11.145055+00:00
z43snr62,2,3471,3,circle,False,xpv7g0uf,Monkey,1.0,2,False,lkin6jnc,Gorilla,1.0,1,I will participate.,False,2018-07-09 20:18:11.149538+00:00
z43snr62,2,3471,3,circle,False,lkin6jnc,Gorilla,1.0,1,True,BOT,Mouse,1.0,5,I will not participate.,False,2018-07-09 20:18:14.733201+00:00
z43snr62,2,3471,3,circle,False,lkin6jnc,Gorilla,1.0,1,False,xpv7g0uf,Monkey,1.0,2,I will not participate.,False,2018-07-09 20:18:14.734299+00:00
z43snr62,2,3471,3,circle,False,tqwf9rbq,Tuna,1.0,3,True,BOT,Bee,1.0,4,I will participate.,False,2018-07-09 20:18:21.114574+00:00
z43snr62,8,3487,1,star,False,vlzcf74o,Snake,0.0,1,True,BOT,Duck,1.0,5,I will participate.,False,2018-07-09 20:18:27.567582+00:00
z43snr62,8,3487,1,star,False,vlzcf74o,Snake,0.0,1,True,BOT,Rabbit,1.0,4,I will participate.,False,2018-07-09 20:18:27.578898+00:00
z43snr62,8,3487,1,star,False,vlzcf74o,Snake,0.0,1,False,wvpm9bg8,Rat,1.0,3,I will participate.,False,2018-07-09 20:18:27.588635+00:00
z43snr62,8,3487,1,star,False,vlzcf74o,Snake,0.0,1,False,3fcktqw6,Frog,1.0,2,I will participate.,False,2018-07-09 20:18:27.627160+00:00
z43snr62,1,3467,2,star,False,4kucwbi8,Duck,0.0,2,False,6jsjpyoi,Lizard,0.0,1,I will participate.,False,2018-07-09 20:18:33.027819+00:00
z43snr62,8,3487,1,star,False,3fcktqw6,Frog,1.0,2,False,vlzcf74o,Snake,0.0,1,I will participate.,False,2018-07-09 20:18:38.151024+00:00
z43snr62,8,3487,1,star,False,wvpm9bg8,Rat,1.0,3,False,vlzcf74o,Snake,0.0,1,I will participate.,False,2018-07-09 20:18:38.580965+00:00
z43snr62,3,3474,3,circle,False,xpv7g0uf,Snail,1.0,2,False,tqwf9rbq,Swan,1.0,3,I will participate.,False,2018-07-09 20:18:59.226127+00:00
z43snr62,3,3474,3,circle,False,xpv7g0uf,Snail,1.0,2,False,lkin6jnc,Koala,0.0,1,I will participate.,False,2018-07-09 20:18:59.227058+00:00
z43snr62,3,3474,3,circle,False,tqwf9rbq,Swan,1.0,3,False,xpv7g0uf,Snail,1.0,2,I will not participate.,False,2018-07-09 20:18:59.690179+00:00
z43snr62,3,3474,3,circle,False,lkin6jnc,Koala,0.0,1,True,BOT,Rat,1.0,5,I will participate.,False,2018-07-09 20:19:03.329384+00:00
z43snr62,3,3474,3,circle,False,lkin6jnc,Koala,0.0,1,False,xpv7g0uf,Snail,1.0,2,I will participate.,False,2018-07-09 20:19:03.333204+00:00
z43snr62,9,3490,1,star,False,vlzcf74o,Crab,0.0,1,True,BOT,Bull,1.0,4,I will participate.,False,2018-07-09 20:19:18.996423+00:00
z43snr62,9,3490,1,star,False,vlzcf74o,Crab,0.0,1,True,BOT,Cow,1.0,5,I will participate.,False,2018-07-09 20:19:18.998887+00:00
z43snr62,9,3490,1,star,False,vlzcf74o,Crab,0.0,1,False,wvpm9bg8,Shark,0.0,3,I will participate.,False,2018-07-09 20:19:19.008890+00:00
z43snr62,9,3490,1,star,False,vlzcf74o,Crab,0.0,1,False,3fcktqw6,Owl,1.0,2,I will participate.,False,2018-07-09 20:19:19.046763+00:00
z43snr62,9,3490,1,star,False,wvpm9bg8,Shark,0.0,3,False,vlzcf74o,Crab,0.0,1,I will participate.,False,2018-07-09 20:19:20.770101+00:00
z43snr62,4,3477,3,circle,False,xpv7g0uf,Pig,1.0,2,False,tqwf9rbq,Wolf,0.0,3,I will participate.,False,2018-07-09 20:19:25.221069+00:00
z43snr62,9,3490,1,star,False,3fcktqw6,Owl,1.0,2,False,vlzcf74o,Crab,0.0,1,I will participate.,False,2018-07-09 20:19:25.235823+00:00
z43snr62,4,3477,3,circle,False,xpv7g0uf,Pig,1.0,2,False,lkin6jnc,Lion,0.0,1,I will participate.,False,2018-07-09 20:19:25.245052+00:00
z43snr62,4,3477,3,circle,False,lkin6jnc,Lion,0.0,1,True,BOT,Octopus,1.0,5,I will participate.,False,2018-07-09 20:19:26.550989+00:00
z43snr62,4,3477,3,circle,False,lkin6jnc,Lion,0.0,1,False,xpv7g0uf,Pig,1.0,2,I will participate.,False,2018-07-09 20:19:26.557530+00:00
z43snr62,5,3480,3,circle,False,xpv7g0uf,Frog,0.0,2,False,tqwf9rbq,Tiger,1.0,3,I will participate.,False,2018-07-09 20:19:46.230657+00:00
z43snr62,5,3480,3,circle,False,xpv7g0uf,Frog,0.0,2,False,lkin6jnc,Crab,1.0,1,I will participate.,False,2018-07-09 20:19:46.246181+00:00
z43snr62,5,3480,3,circle,False,lkin6jnc,Crab,1.0,1,False,xpv7g0uf,Frog,0.0,2,I will not participate.,False,2018-07-09 20:19:47.571567+00:00
